,GB_Acession,Original,Access..No,Museum,Added.to.Database,Website,Family,Genus,Species,Endemic,Locality,Latitude,Longitude,SpecName
147,JN599264,FMNH_393336,393336,FMNH,NA,NA,Turdidae,Monticola,sharpei,,NA,NA,NA,Monticola_sharpei_JN599264_FMNH_393336_ND2
148,JN599265,FMNH_393337,393337,FMNH,NA,NA,Turdidae,Monticola,sharpei,,NA,NA,NA,Monticola_sharpei_JN599265_FMNH_393337_ND2
149,JN599266,FMNH_393338,393338,FMNH,NA,NA,Turdidae,Monticola,sharpei,,NA,NA,NA,Monticola_sharpei_JN599266_FMNH_393338_ND2
150,JN599267,FMNH_393339,393339,FMNH,NA,NA,Turdidae,Monticola,sharpei,,NA,NA,NA,Monticola_sharpei_JN599267_FMNH_393339_ND2
151,JN599268,FMNH_393340,393340,FMNH,NA,NA,Turdidae,Monticola,sharpei,,NA,NA,NA,Monticola_sharpei_JN599268_FMNH_393340_ND2
152,JN599269,FMNH_393341,393341,FMNH,NA,NA,Turdidae,Monticola,sharpei,,NA,NA,NA,Monticola_sharpei_JN599269_FMNH_393341_ND2
153,JN599270,FMNH_393343,393343,FMNH,NA,NA,Turdidae,Monticola,sharpei,,NA,NA,NA,Monticola_sharpei_JN599270_FMNH_393343_ND2
154,JN599271,FMNH_395988,395988,FMNH,NA,NA,Turdidae,Monticola,sharpei,,NA,NA,NA,Monticola_sharpei_JN599271_FMNH_395988_ND2
155,JN599272,FMNH_396185,396185,FMNH,NA,NA,Turdidae,Monticola,sharpei,,NA,NA,NA,Monticola_sharpei_JN599272_FMNH_396185_ND2
156,JN599273,FMNH_396186,396186,FMNH,NA,NA,Turdidae,Monticola,sharpei,,NA,NA,NA,Monticola_sharpei_JN599273_FMNH_396186_ND2
157,JN599274,FMNH_396188,396188,FMNH,NA,NA,Turdidae,Monticola,sharpei,,NA,NA,NA,Monticola_sharpei_JN599274_FMNH_396188_ND2
158,JN599275,FMNH_396189,396189,FMNH,NA,NA,Turdidae,Monticola,sharpei,,NA,NA,NA,Monticola_sharpei_JN599275_FMNH_396189_ND2
159,JN599276,FMNH_396190,396190,FMNH,NA,NA,Turdidae,Monticola,sharpei,,NA,NA,NA,Monticola_sharpei_JN599276_FMNH_396190_ND2
160,JN599277,FMNH_396191,396191,FMNH,NA,NA,Turdidae,Monticola,sharpei,,NA,NA,NA,Monticola_sharpei_JN599277_FMNH_396191_ND2
161,JN599278,FMNH_396193,396193,FMNH,NA,NA,Turdidae,Monticola,sharpei,,NA,NA,NA,Monticola_sharpei_JN599278_FMNH_396193_ND2
162,JN599279,FMNH_427343,427343,FMNH,NA,NA,Turdidae,Monticola,sharpei,,NA,NA,NA,Monticola_sharpei_JN599279_FMNH_427343_ND2
163,JN599280,FMNH_427344,427344,FMNH,NA,NA,Turdidae,Monticola,sharpei,,NA,NA,NA,Monticola_sharpei_JN599280_FMNH_427344_ND2
164,JN599281,FMNH_429704,429704,FMNH,NA,NA,Turdidae,Monticola,sharpei,,NA,NA,NA,Monticola_sharpei_JN599281_FMNH_429704_ND2
165,JN599282,FMNH_431252,431252,FMNH,NA,NA,Turdidae,Monticola,sharpei,,NA,NA,NA,Monticola_sharpei_JN599282_FMNH_431252_ND2
166,JN599283,FMNH_434452,434452,FMNH,NA,NA,Turdidae,Monticola,sharpei,,NA,NA,NA,Monticola_sharpei_JN599283_FMNH_434452_ND2
167,JN599284,FMNH_185895,185895,FMNH,NA,NA,Turdidae,Monticola,sharpei,,NA,NA,NA,Monticola_sharpei_JN599284_FMNH_185895_ND2
168,OR113537,AMNH_628959,628959,AMNH,NA,NA,Cuculidae,Coua,verreauxi,,NA,NA,NA,Coua_verreauxi_OR113537_AMNH_628959_ND2
169,JN599285,UADBA_47990,47990,UADBA,NA,NA,Turdidae,Monticola,sharpei,,NA,NA,NA,Monticola_sharpei_JN599285_UADBA_47990_ND2
170,JN599286,UADBA_47998,47998,UADBA,NA,NA,Turdidae,Monticola,sharpei,,NA,NA,NA,Monticola_sharpei_JN599286_UADBA_47998_ND2
171,JN599287,UADBA_47994,47994,UADBA,NA,NA,Turdidae,Monticola,sharpei,,NA,NA,NA,Monticola_sharpei_JN599287_UADBA_47994_ND2
172,JN599288,UADBA_47991,47991,UADBA,NA,NA,Turdidae,Monticola,sharpei,,NA,NA,NA,Monticola_sharpei_JN599288_UADBA_47991_ND2
173,JN599289,UADBA_47992,47992,UADBA,NA,NA,Turdidae,Monticola,sharpei,,NA,NA,NA,Monticola_sharpei_JN599289_UADBA_47992_ND2
174,JN599290,UADBA_47997,47997,UADBA,NA,NA,Turdidae,Monticola,sharpei,,NA,NA,NA,Monticola_sharpei_JN599290_UADBA_47997_ND2
175,JN599291,UADBA_47977,47977,UADBA,NA,NA,Turdidae,Monticola,sharpei,,NA,NA,NA,Monticola_sharpei_JN599291_UADBA_47977_ND2
176,JN599292,UADBA_47979,47979,UADBA,NA,NA,Turdidae,Monticola,sharpei,,NA,NA,NA,Monticola_sharpei_JN599292_UADBA_47979_ND2
177,JN599293,UADBA_47995,47995,UADBA,NA,NA,Turdidae,Monticola,sharpei,,NA,NA,NA,Monticola_sharpei_JN599293_UADBA_47995_ND2
178,JN599294,UADBA_47996,47996,UADBA,NA,NA,Turdidae,Monticola,sharpei,,NA,NA,NA,Monticola_sharpei_JN599294_UADBA_47996_ND2
179,JN599295,UADBA_47999,47999,UADBA,NA,NA,Turdidae,Monticola,sharpei,,NA,NA,NA,Monticola_sharpei_JN599295_UADBA_47999_ND2
180,JN599296,UADBA_47280,47280,UADBA,NA,NA,Turdidae,Monticola,imerina,,NA,NA,NA,Monticola_imerina_JN599296_UADBA_47280_ND2
181,JN599297,UADBA_47993,47993,UADBA,NA,NA,Turdidae,Monticola,sharpei,,NA,NA,NA,Monticola_sharpei_JN599297_UADBA_47993_ND2
182,JN599298,UADBA_48000,48000,UADBA,NA,NA,Turdidae,Monticola,imerina,,NA,NA,NA,Monticola_imerina_JN599298_UADBA_48000_ND2
183,MH218117,FMNH_352817,352817,FMNH,NA,NA,Meropidae,Merops,superciliosus,,NA,NA,NA,Merops_superciliosus_MH218117_FMNH_352817_ND2
184,KY120907,NA_NA,NA,NA,NA,NA,Ploceidae,Foudia,madagascariensis,,NA,NA,NA,Foudia_madagascariensis_KY120907_NA_NA_ND2
185,AF526473,FMNH_352834,352834,FMNH,NA,NA,Motacillidae,Motacilla,flaviventris,,NA,NA,NA,Motacilla_flaviventris_AF526473_FMNH_352834_ND2
186,AF526481,FMNH_352832,352832,FMNH,NA,NA,Motacillidae,Motacilla,flaviventris,,NA,NA,NA,Motacilla_flaviventris_AF526481_FMNH_352832_ND2
187,AF407462,FMNH_384731,384731,FMNH,NA,NA,Brachypteraciidae,Brachypteracias,leptosomus,,NA,NA,NA,Brachypteracias_leptosomus_AF407462_FMNH_384731_ND2
188,FJ178356,FMNH_345863,345863,FMNH,NA,NA,Timaliidae,Mystacornis,crossleyi,,NA,NA,NA,Mystacornis_crossleyi_FJ178356_FMNH_345863_ND2
189,KT023421,FMNH_352791,352791,FMNH,NA,NA,Columbidae,Oena,capensis,,NA,NA,NA,Oena_capensis_KT023421_FMNH_352791_ND2
191,AF407454,FMNH_396235,396235,FMNH,NA,NA,Brachypteraciidae,Atelornis,crossleyi,,NA,NA,NA,Atelornis_crossleyi_AF407454_FMNH_396235_ND2
192,AF407455,FMNH_384704,384704,FMNH,NA,NA,Brachypteraciidae,Atelornis,crossleyi,,NA,NA,NA,Atelornis_crossleyi_AF407455_FMNH_384704_ND2
193,AF407457,FMNH_384701,384701,FMNH,NA,NA,Brachypteraciidae,Atelornis,pittoides,,NA,NA,NA,Atelornis_pittoides_AF407457_FMNH_384701_ND2
194,AF407458,FMNH_396234,396234,FMNH,NA,NA,Brachypteraciidae,Atelornis,pittoides,,NA,NA,NA,Atelornis_pittoides_AF407458_FMNH_396234_ND2
195,AF407459,FMNH_396233,396233,FMNH,NA,NA,Brachypteraciidae,Atelornis,pittoides,,NA,NA,NA,Atelornis_pittoides_AF407459_FMNH_396233_ND2
196,AF407460,FMNH_384760,384760,FMNH,NA,NA,Brachypteraciidae,Atelornis,pittoides,,NA,NA,NA,Atelornis_pittoides_AF407460_FMNH_384760_ND2
197,AF407461,FMNH_384759,384759,FMNH,NA,NA,Brachypteraciidae,Atelornis,pittoides,,NA,NA,NA,Atelornis_pittoides_AF407461_FMNH_384759_ND2
198,AF407463,FMNH_345687,345687,FMNH,NA,NA,Brachypteraciidae,Brachypteracias,leptosomus,,NA,NA,NA,Brachypteracias_leptosomus_AF407463_FMNH_345687_ND2
199,AF407464,FMNH_384758,384758,FMNH,NA,NA,Brachypteraciidae,Geobiastes,squamiger,,NA,NA,NA,Geobiastes_squamiger_AF407464_FMNH_384758_ND2
200,AF407465,FMNH_347816,347816,FMNH,NA,NA,Coraciidae,Coracias,garrulus,,NA,NA,NA,Coracias_garrulus_AF407465_FMNH_347816_ND2
201,AF407466,FMNH_NA,NA,FMNH,NA,NA,Leptosomidae,Leptosomus,discolor,,NA,NA,NA,Leptosomus_discolor_AF407466_FMNH_NA_ND2
202,AF407468,FMNH_350940,350940,FMNH,NA,NA,Coraciidae,Eurystomus,orientalis,,NA,NA,NA,Eurystomus_orientalis_AF407468_FMNH_350940_ND2
204,KP671576,NA_UU_Mfis3,UU_Mfis3,NA,NA,NA,Motacillidae,Motacilla,flaviventris,,NA,NA,NA,Motacilla_flaviventris_KP671576_NA_UU_Mfis3_ND2
205,AY987057,NA_NA,NA,NA,NA,NA,Accipitridae,Eutriorchis,astur,,NA,NA,NA,Eutriorchis_astur_AY987057_NA_NA_ND2
207,AY994456,AMNH_532032,532032,AMNH,NA,NA,Accipitridae,Milvus,migrans,,NA,NA,NA,Milvus_migrans_AY994456_AMNH_532032_ND2
208,DQ402190,FMNH_356646,356646,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_DQ402190_FMNH_356646_ND2
209,DQ402191,FMNH_393278,393278,FMNH,NA,NA,Bernieridae,Xanthomixis,tenebrosa,,NA,NA,NA,Xanthomixis_tenebrosa_DQ402191_FMNH_393278_ND2
210,DQ402192,FMNH_393283,393283,FMNH,NA,NA,Bernieridae,Xanthomixis,cinereiceps,,NA,NA,NA,Xanthomixis_cinereiceps_DQ402192_FMNH_393283_ND2
211,DQ402193,FMNH_393159,393159,FMNH,NA,NA,Bernieridae,Xanthomixis,apperti,,NA,NA,NA,Xanthomixis_apperti_DQ402193_FMNH_393159_ND2
212,DQ402194,CMNH_C37768,C37768,CMNH,NA,NA,Bernieridae,Bernieria,madagascariensis,1789),NA,NA,NA,Bernieria_madagascariensis_DQ402194_CMNH_C37768_ND2
213,DQ402225,FMNH_393308,393308,FMNH,NA,NA,Pycnonotidae,Hypsipetes,madagascariensis,,NA,NA,NA,Hypsipetes_madagascariensis_DQ402225_FMNH_393308_ND2
214,DQ466876,FMNH_384699,384699,FMNH,NA,NA,Sturnidae,Hartlaubius,auratus,,NA,NA,NA,Hartlaubius_auratus_DQ466876_FMNH_384699_ND2
215,EF468142,FMNH_384699,384699,FMNH,NA,NA,Sturnidae,Hartlaubius,auratus,,NA,NA,NA,Hartlaubius_auratus_EF468142_FMNH_384699_ND2
216,EU021526,FMNH_384686,384686,FMNH,NA,NA,Meropidae,Merops,superciliosus,,NA,NA,NA,Merops_superciliosus_EU021526_FMNH_384686_ND2
217,FJ473250,FMNH_393316,393316,FMNH,NA,NA,Muscicapidae,Copsychus,albospecularis,,NA,NA,NA,Copsychus_albospecularis_FJ473250_FMNH_393316_ND2
218,FJ473251,FMNH_393317,393317,FMNH,NA,NA,Muscicapidae,Copsychus,albospecularis,,NA,NA,NA,Copsychus_albospecularis_FJ473251_FMNH_393317_ND2
219,FJ473252,FMNH_393318,393318,FMNH,NA,NA,Muscicapidae,Copsychus,albospecularis,,NA,NA,NA,Copsychus_albospecularis_FJ473252_FMNH_393318_ND2
220,FJ473253,FMNH_393319,393319,FMNH,NA,NA,Muscicapidae,Copsychus,albospecularis,,NA,NA,NA,Copsychus_albospecularis_FJ473253_FMNH_393319_ND2
221,FJ473254,FMNH_393320,393320,FMNH,NA,NA,Muscicapidae,Copsychus,albospecularis,,NA,NA,NA,Copsychus_albospecularis_FJ473254_FMNH_393320_ND2
222,FJ473255,FMNH_393321,393321,FMNH,NA,NA,Muscicapidae,Copsychus,albospecularis,,NA,NA,NA,Copsychus_albospecularis_FJ473255_FMNH_393321_ND2
223,FJ473256,FMNH_393322,393322,FMNH,NA,NA,Muscicapidae,Copsychus,albospecularis,,NA,NA,NA,Copsychus_albospecularis_FJ473256_FMNH_393322_ND2
224,FJ473257,FMNH_393323,393323,FMNH,NA,NA,Muscicapidae,Copsychus,albospecularis,,NA,NA,NA,Copsychus_albospecularis_FJ473257_FMNH_393323_ND2
225,FJ473258,FMNH_393324,393324,FMNH,NA,NA,Muscicapidae,Copsychus,albospecularis,,NA,NA,NA,Copsychus_albospecularis_FJ473258_FMNH_393324_ND2
226,FJ473259,FMNH_393325,393325,FMNH,NA,NA,Muscicapidae,Copsychus,albospecularis,,NA,NA,NA,Copsychus_albospecularis_FJ473259_FMNH_393325_ND2
227,HQ333079,FMNH_431202,431202,FMNH,NA,NA,Bernieridae,Bernieria,madagascariensis,,NA,NA,NA,Bernieria_madagascariensis_HQ333079_FMNH_431202_ND2
228,JX624377,UADBA_47706,47706,UADBA,NA,NA,Dicruridae,Dicrurus,forficatus,,NA,NA,NA,Dicrurus_forficatus_JX624377_UADBA_47706_ND2
229,JX624378,UADBA_31022,31022,UADBA,NA,NA,Dicruridae,Dicrurus,forficatus,,NA,NA,NA,Dicrurus_forficatus_JX624378_UADBA_31022_ND2
230,JX624379,UADBA_47705,47705,UADBA,NA,NA,Dicruridae,Dicrurus,forficatus,,NA,NA,NA,Dicrurus_forficatus_JX624379_UADBA_47705_ND2
231,JX624380,FMNH_436495,436495,FMNH,NA,NA,Dicruridae,Dicrurus,forficatus,,NA,NA,NA,Dicrurus_forficatus_JX624380_FMNH_436495_ND2
232,JX624381,FMNH_434486,434486,FMNH,NA,NA,Dicruridae,Dicrurus,forficatus,,NA,NA,NA,Dicrurus_forficatus_JX624381_FMNH_434486_ND2
233,JX624382,FMNH_449168,449168,FMNH,NA,NA,Dicruridae,Dicrurus,forficatus,,NA,NA,NA,Dicrurus_forficatus_JX624382_FMNH_449168_ND2
234,JX624383,FMNH_436540,436540,FMNH,NA,NA,Dicruridae,Dicrurus,forficatus,,NA,NA,NA,Dicrurus_forficatus_JX624383_FMNH_436540_ND2
235,JX624384,FMNH_436496,436496,FMNH,NA,NA,Dicruridae,Dicrurus,forficatus,,NA,NA,NA,Dicrurus_forficatus_JX624384_FMNH_436496_ND2
236,JX624385,FMNH_353035,353035,FMNH,NA,NA,Dicruridae,Dicrurus,forficatus,,NA,NA,NA,Dicrurus_forficatus_JX624385_FMNH_353035_ND2
237,JX624386,FMNH_393179,393179,FMNH,NA,NA,Dicruridae,Dicrurus,forficatus,,NA,NA,NA,Dicrurus_forficatus_JX624386_FMNH_393179_ND2
238,JX624387,FMNH_363867,363867,FMNH,NA,NA,Dicruridae,Dicrurus,forficatus,,NA,NA,NA,Dicrurus_forficatus_JX624387_FMNH_363867_ND2
239,JX624388,FMNH_436491,436491,FMNH,NA,NA,Dicruridae,Dicrurus,forficatus,,NA,NA,NA,Dicrurus_forficatus_JX624388_FMNH_436491_ND2
240,JX624389,FMNH_436539,436539,FMNH,NA,NA,Dicruridae,Dicrurus,forficatus,,NA,NA,NA,Dicrurus_forficatus_JX624389_FMNH_436539_ND2
241,JX624390,FMNH_436541,436541,FMNH,NA,NA,Dicruridae,Dicrurus,forficatus,,NA,NA,NA,Dicrurus_forficatus_JX624390_FMNH_436541_ND2
242,JX624391,FMNH_353036,353036,FMNH,NA,NA,Dicruridae,Dicrurus,forficatus,,NA,NA,NA,Dicrurus_forficatus_JX624391_FMNH_353036_ND2
243,JX624392,FMNH_346029,346029,FMNH,NA,NA,Dicruridae,Dicrurus,forficatus,,NA,NA,NA,Dicrurus_forficatus_JX624392_FMNH_346029_ND2
244,JX624393,FMNH_436494,436494,FMNH,NA,NA,Dicruridae,Dicrurus,forficatus,,NA,NA,NA,Dicrurus_forficatus_JX624393_FMNH_436494_ND2
245,JX624394,FMNH_396218,396218,FMNH,NA,NA,Dicruridae,Dicrurus,forficatus,,NA,NA,NA,Dicrurus_forficatus_JX624394_FMNH_396218_ND2
246,JX624395,FMNH_436490,436490,FMNH,NA,NA,Dicruridae,Dicrurus,forficatus,,NA,NA,NA,Dicrurus_forficatus_JX624395_FMNH_436490_ND2
247,JX624396,FMNH_427359,427359,FMNH,NA,NA,Dicruridae,Dicrurus,forficatus,,NA,NA,NA,Dicrurus_forficatus_JX624396_FMNH_427359_ND2
248,JX624397,FMNH_434484,434484,FMNH,NA,NA,Dicruridae,Dicrurus,forficatus,,NA,NA,NA,Dicrurus_forficatus_JX624397_FMNH_434484_ND2
249,JX624398,FMNH_395985,395985,FMNH,NA,NA,Dicruridae,Dicrurus,forficatus,,NA,NA,NA,Dicrurus_forficatus_JX624398_FMNH_395985_ND2
250,JX624399,FMNH_395987,395987,FMNH,NA,NA,Dicruridae,Dicrurus,forficatus,,NA,NA,NA,Dicrurus_forficatus_JX624399_FMNH_395987_ND2
251,JX624400,FMNH_436493,436493,FMNH,NA,NA,Dicruridae,Dicrurus,forficatus,,NA,NA,NA,Dicrurus_forficatus_JX624400_FMNH_436493_ND2
252,JX624401,FMNH_436492,436492,FMNH,NA,NA,Dicruridae,Dicrurus,forficatus,,NA,NA,NA,Dicrurus_forficatus_JX624401_FMNH_436492_ND2
253,JX624402,FMNH_434485,434485,FMNH,NA,NA,Dicruridae,Dicrurus,forficatus,,NA,NA,NA,Dicrurus_forficatus_JX624402_FMNH_434485_ND2
254,JX624403,FMNH_427533,427533,FMNH,NA,NA,Dicruridae,Dicrurus,forficatus,,NA,NA,NA,Dicrurus_forficatus_JX624403_FMNH_427533_ND2
255,JX624404,FMNH_427534,427534,FMNH,NA,NA,Dicruridae,Dicrurus,forficatus,,NA,NA,NA,Dicrurus_forficatus_JX624404_FMNH_427534_ND2
256,JX624405,FMNH_427535,427535,FMNH,NA,NA,Dicruridae,Dicrurus,forficatus,,NA,NA,NA,Dicrurus_forficatus_JX624405_FMNH_427535_ND2
257,JX624406,FMNH_427536,427536,FMNH,NA,NA,Dicruridae,Dicrurus,forficatus,,NA,NA,NA,Dicrurus_forficatus_JX624406_FMNH_427536_ND2
258,JX624407,FMNH_427537,427537,FMNH,NA,NA,Dicruridae,Dicrurus,forficatus,,NA,NA,NA,Dicrurus_forficatus_JX624407_FMNH_427537_ND2
259,JX624408,FMNH_430202,430202,FMNH,NA,NA,Dicruridae,Dicrurus,forficatus,,NA,NA,NA,Dicrurus_forficatus_JX624408_FMNH_430202_ND2
260,JX624409,FMNH_430203,430203,FMNH,NA,NA,Dicruridae,Dicrurus,forficatus,,NA,NA,NA,Dicrurus_forficatus_JX624409_FMNH_430203_ND2
261,JX624410,FMNH_430204,430204,FMNH,NA,NA,Dicruridae,Dicrurus,forficatus,,NA,NA,NA,Dicrurus_forficatus_JX624410_FMNH_430204_ND2
262,JX624411,FMNH_430205,430205,FMNH,NA,NA,Dicruridae,Dicrurus,forficatus,,NA,NA,NA,Dicrurus_forficatus_JX624411_FMNH_430205_ND2
263,KC785693,NA_NA,NA,NA,NA,NA,Phasianidae,Margaroperdix,madagarensis,,NA,NA,NA,Margaroperdix_madagarensis_KC785693_NA_NA_ND2
264,MT050738,CAS_ORN,ORN,CAS,NA,NA,Estrildidae,Lepidopygia,nana,,NA,NA,NA,Lepidopygia_nana_MT050738_CAS_ORN_ND2
265,OR113534,FMNH_352802,352802,FMNH,NA,NA,Cuculidae,Coua,caerulea,,NA,NA,NA,Coua_caerulea_OR113534_FMNH_352802_ND2
266,OR113535,FMNH_384680,384680,FMNH,NA,NA,Cuculidae,Coua,cristata,,NA,NA,NA,Coua_cristata_OR113535_FMNH_384680_ND2
267,OR113536,FMNH_356640,356640,FMNH,NA,NA,Cuculidae,Coua,ruficeps,,NA,NA,NA,Coua_ruficeps_OR113536_FMNH_356640_ND2
268,OR113538,YPM_69417,69417,YPM,NA,NA,Cuculidae,Coua,coquereli,,NA,NA,NA,Coua_coquereli_OR113538_YPM_69417_ND2
269,OR113539,FMNH_352799,352799,FMNH,NA,NA,Cuculidae,Coua,cursor,,NA,NA,NA,Coua_cursor_OR113539_FMNH_352799_ND2
270,OR113540,FMNH_352797,352797,FMNH,NA,NA,Cuculidae,Coua,reynaudii,,NA,NA,NA,Coua_reynaudii_OR113540_FMNH_352797_ND2
271,OR113541,FMNH_384681,384681,FMNH,NA,NA,Cuculidae,Coua,gigas,,NA,NA,NA,Coua_gigas_OR113541_FMNH_384681_ND2
272,OR113542,FMNH_356638,356638,FMNH,NA,NA,Cuculidae,Coua,serriana,,NA,NA,NA,Coua_serriana_OR113542_FMNH_356638_ND2
273,OR113640,FMNH_384675,384675,FMNH,NA,NA,Cuculidae,Cuculus,rochii,,NA,NA,NA,Cuculus_rochii_OR113640_FMNH_384675_ND2
274,AY323607,FMNH_352980,352980,FMNH,NA,NA,Estrildidae,Lepidopygia,nana,,NA,NA,NA,Lepidopygia_nana_AY323607_FMNH_352980_ND2
275,KX133725,BW-436_,,BW-436,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133725_BW-436_ND2
276,KX133726,BW-447_,,BW-447,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133726_BW-447_ND2
277,KX133736,BW-410_,,BW-410,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133736_BW-410_ND2
278,KX133737,FMNH_352922,352922,FMNH,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133737_FMNH_352922_ND2
279,KX133738,FMNH_352923,352923,FMNH,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133738_FMNH_352923_ND2
280,KX133739,FMNH_352924,352924,FMNH,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133739_FMNH_352924_ND2
281,KX133740,FMNH_352925,352925,FMNH,NA,NA,Sylviidae,Nesillas,lantzii,,NA,NA,NA,Nesillas_lantzii_KX133740_FMNH_352925_ND2
282,KX133741,FMNH_352926,352926,FMNH,NA,NA,Sylviidae,Nesillas,lantzii,,NA,NA,NA,Nesillas_lantzii_KX133741_FMNH_352926_ND2
283,KX133742,FMNH_352927,352927,FMNH,NA,NA,Sylviidae,Nesillas,lantzii,,NA,NA,NA,Nesillas_lantzii_KX133742_FMNH_352927_ND2
284,KX133743,FMNH_352928,352928,FMNH,NA,NA,Sylviidae,Nesillas,lantzii,,NA,NA,NA,Nesillas_lantzii_KX133743_FMNH_352928_ND2
285,KX133744,FMNH_356694,356694,FMNH,NA,NA,Sylviidae,Nesillas,lantzii,,NA,NA,NA,Nesillas_lantzii_KX133744_FMNH_356694_ND2
286,KX133745,FMNH_356695,356695,FMNH,NA,NA,Sylviidae,Nesillas,lantzii,,NA,NA,NA,Nesillas_lantzii_KX133745_FMNH_356695_ND2
287,KX133746,FMNH_356696,356696,FMNH,NA,NA,Sylviidae,Nesillas,lantzii,,NA,NA,NA,Nesillas_lantzii_KX133746_FMNH_356696_ND2
288,KX133747,FMNH_356697,356697,FMNH,NA,NA,Sylviidae,Nesillas,lantzii,,NA,NA,NA,Nesillas_lantzii_KX133747_FMNH_356697_ND2
289,KX133748,FMNH_363851,363851,FMNH,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133748_FMNH_363851_ND2
290,KX133749,FMNH_363852,363852,FMNH,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133749_FMNH_363852_ND2
291,KX133750,FMNH_363853,363853,FMNH,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133750_FMNH_363853_ND2
292,KX133751,FMNH_363854,363854,FMNH,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133751_FMNH_363854_ND2
293,KX133752,FMNH_381470,381470,FMNH,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133752_FMNH_381470_ND2
294,KX133753,FMNH_384725,384725,FMNH,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133753_FMNH_384725_ND2
295,KX133754,FMNH_384746,384746,FMNH,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133754_FMNH_384746_ND2
296,KX133755,FMNH_384747,384747,FMNH,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133755_FMNH_384747_ND2
297,KX133756,FMNH_384788,384788,FMNH,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133756_FMNH_384788_ND2
298,KX133757,FMNH_384789,384789,FMNH,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133757_FMNH_384789_ND2
299,KX133758,FMNH_384790,384790,FMNH,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133758_FMNH_384790_ND2
300,KX133759,FMNH_384802,384802,FMNH,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133759_FMNH_384802_ND2
301,KX133760,FMNH_393130,393130,FMNH,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133760_FMNH_393130_ND2
302,KX133761,FMNH_393142,393142,FMNH,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133761_FMNH_393142_ND2
303,KX133762,FMNH_393390,393390,FMNH,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133762_FMNH_393390_ND2
304,KX133763,FMNH_393391,393391,FMNH,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133763_FMNH_393391_ND2
305,KX133764,FMNH_393392,393392,FMNH,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133764_FMNH_393392_ND2
306,KX133765,FMNH_393393,393393,FMNH,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133765_FMNH_393393_ND2
307,KX133766,FMNH_393394,393394,FMNH,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133766_FMNH_393394_ND2
308,KX133767,FMNH_393395,393395,FMNH,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133767_FMNH_393395_ND2
309,KX133768,FMNH_393396,393396,FMNH,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133768_FMNH_393396_ND2
310,KX133769,FMNH_393397,393397,FMNH,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133769_FMNH_393397_ND2
311,KX133770,FMNH_393398,393398,FMNH,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133770_FMNH_393398_ND2
312,KX133771,FMNH_393399,393399,FMNH,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133771_FMNH_393399_ND2
313,KX133772,FMNH_393400,393400,FMNH,NA,NA,Sylviidae,Nesillas,typica,,NA,NA,NA,Nesillas_typica_KX133772_FMNH_393400_ND2
