,GB_Acession,Original,Access..No,Museum,Added.to.Database,Website,Family,Genus,Species,Endemic,Locality,Latitude,Longitude,SpecName
31,NA,FMNH472479,472479,FMNH,8/12/24,https://collections-zoology.fieldmuseum.org/catalogue/1814649,Cuculidae,Coua,cristata,Y,Mahajanga,-16.14,46.96,Coua_cristata_FMNH472479_ND2
32,NA,MJR1143,MJR1143,UADBA,8/12/24,,Cuculidae,Coua,cursor,Y,Toliara,43.74,24.03,Coua_cursor_UADBAMJR1143_ND2
33,NA,FMNH393209,393209,FMNH,8/12/24,https://collections-zoology.fieldmuseum.org/catalogue/1668058,Cuculidae,Coua,gigas,Y,Mahajanga,-18.26,45.42,Coua_gigas_FMNH393209_ND2
34,NA,FMNH434432,434432,FMNH,8/12/24,https://collections-zoology.fieldmuseum.org/catalogue/1709157,Cuculidae,Coua,olivaceiceps,Y,Toliara,-24.05,43.75,Coua_olivaceiceps_FMNH434432_ND2
35,NA,MJR0893,MJR0893,UADBA,8/12/24,,Cuculidae,Coua,reynaudii,Y,,-19.04,48.35,Coua_reynaudii_UADBAMJR0893_ND2
37,NA,FMNH472476,472476,FMNH,8/12/24,https://collections-zoology.fieldmuseum.org/catalogue/1814646,Cuculidae,Coua,verreauxi,Y,Toliara,-24.25,44.08,Coua_verreauxi_FMNH472476_ND2
38,NA,FMNH435043,435043,FMNH,8/12/24,https://collections-zoology.fieldmuseum.org/catalogue/1709768,Bernieridae,Crossleyia,xanthophrys,Y,Fianarantsoa,-22.16,47.04,Crossleyia_xanthophrys_FMNH435043_ND2
39,NA,FMNH396198,396198,FMNH,8/12/24,https://collections-zoology.fieldmuseum.org/catalogue/1671047,Bernieridae,Cryptosylvicola,randrianasoloi,Y,Antsiranana,-14.02,48.42,Cryptosylvicola_randrianasoloi_FMNH396198_ND2
41,NA,MJR0510,MJR0510,UADBA,8/12/24,,Vangidae,Cyanolanius,madagascariensis,Y,,-19.61,44.74,Cyanolanius_madagascariensis_UADBAMJR0510_ND2
42,NA,MJR1262,MJR1262,UADBA,8/12/24,,Dicruridae,Dicrurus,forficatus,N - COMOROS,,-18.25,47.57,Dicrurus_forficatus_UADBAMJR1262_ND2
44,NA,396138,396138,FMNH,8/12/24,https://collections-zoology.fieldmuseum.org/catalogue/1670987,Alaudidae,Eremopterix,hova,Y,Fianarantsoa,NA,NA,Eremopterix_hova_FMNH396138_ND2
45,NA,FMNH356691,356691,FMNH,8/12/24,https://collections-zoology.fieldmuseum.org/catalogue/1631509,Vangidae,Euryceros,prevostii,Y,Toamasina,-15,49.93,Euryceros_prevostii_FMNH356691_ND2
46,NA,SMG7929,384689,FMNH,8/12/24,https://collections-zoology.fieldmuseum.org/catalogue/1659541,Coraciidae,Eurystomus,glaucurus,,Toliara,-22.45,44.83,Eurystomus_glaucurus_FMNH384689_ND2
47,NA,FMNH356670,356670,FMNH,8/12/24,https://collections-zoology.fieldmuseum.org/catalogue/1631488,Vangidae,Falculea,palliata,Y,Toliara,-23,43.62,Falculea_palliata_FMNH356670_ND2
48,NA,MJR1012,MJR1012,UADBA,8/12/24,,Ploceidae,Foudia,madagascariensis,Y,,-20.7,47.15,Foudia_madagascariensis_UADBAMJR1012_ND2
49,NA,MJR0278,MJR0278,UADBA,8/12/24,,Ploceidae,Foudia,omissa,Y,,-16.28,48.8,Foudia_omissa_UADBAMJR0278_ND2
51,NA,384699,384699,FMNH,8/12/24,https://collections-zoology.fieldmuseum.org/catalogue/1659551,Sturnidae,Hartlaubius,auratus,Y,Toliara,-22.68,44.82,Hartlaubius_auratus_FMNH384699_ND2
52,NA,FMNH363833,363833,FMNH,8/12/24,https://collections-zoology.fieldmuseum.org/catalogue/1638648,Vangidae,Hypositta,corallirostris,Y,Fianarantsoa,-22,47.02,Hypositta_corallirostris_FMNH363833_ND2
53,NA,MJR1261,MJR1261,UADBA,8/12/24,,Pycnonotidae,Hypsipetes,madagascariensis,N - WEST INDIAN ISLANDS,Toamasina,15.73,49.96,Hypsipetes_madagascariensis_UADBAMJR1261_ND2
54,NA,352980,352980,FMNH,8/12/24,https://collections-zoology.fieldmuseum.org/catalogue/1627797,Estrildidae,Lepidopygia,nana,Y,Toliara,-25,47,Lepidopygia_nana_FMNH352980_ND2
55,NA,FMNH352880,352880,FMNH,8/12/24,https://collections-zoology.fieldmuseum.org/catalogue/1627697,Vangidae,Leptopterus,chabert,Y,Toliara,-24,46.52,Leptopterus_chabert_FMNH352880_ND2
56,NA,352778,352778,FMNH,8/12/24,https://collections-zoology.fieldmuseum.org/catalogue/1627595,Scolopacidae,Limosa,lapponica,,Toliara,NA,NA,Limosa_lapponica_FMNH352778_ND2
57,NA,345600,345600,FMNH,8/12/24,https://collections-zoology.fieldmuseum.org/catalogue/1598920,Threskiornithidae,Lophotibis,cristata,Y,Toliara,-24,47.02,Lophotibis_cristata_FMNH345600_ND2
58,NA,431145,431145,FMNH,8/12/24,https://collections-zoology.fieldmuseum.org/catalogue/1705874,Rallidae,Mentocrex,beankaensis,Y,Toliara,NA,NA,Mentocrex_beankaensis_FMNH431145_ND2
59,NA,352817,352817,FMNH,8/12/24,https://collections-zoology.fieldmuseum.org/catalogue/1627634,Meropidae,Merops,superciliosus,,Toliara,-25,47,Merops_superciliosus_FMNH352817_ND2
60,NA,431139,431139,FMNH,8/12/24,https://collections-zoology.fieldmuseum.org/catalogue/1705868,Accipitiridae,Milvus,migrans,,Toliara,NA,NA,Milvus_migrans_FMNH431139_ND2
61,NA,429330,429330,FMNH,8/12/24,https://collections-zoology.fieldmuseum.org/catalogue/1704059,Muscicapidae,Monticola,imerinus,Y,Mahajanga,-18.68,44.72,Monticola_imerinus_FMNH429330_ND2
63,NA,431196,431196,FMNH,8/12/24,https://collections-zoology.fieldmuseum.org/catalogue/1705925,Motacillidae,Motacilla,flaviventris,Y,Toliara,-19.14,44.82,Motacilla_flaviventris_FMNH431196_ND2
64,NA,31203,MJR0610,UADBA,8/12/24,,Vangidae,Mystacornis,crossleyi,Y,,-23.74,47.02,Mystacornis_crossleyi_UADBAMJR0610_ND2
66,NA,MJR12,MJR12,UADBA,8/12/24,,Philepittidae,Neodrepanis,hypoxantha,Y,,-14.75,49.42,Neodrepanis_hypoxantha_UADBAMJR12_ND2
67,NA,FMNH435456,436456,FMNH,8/12/24,,Cisticolidae,Neomixis,striatigula,Y,,-22.77,43.52,Neomixis_striatigula_FMNH436456_ND2
68,NA,FMNH396128,396128,FMNH,8/12/24,https://collections-zoology.fieldmuseum.org/catalogue/1670977,Cisticolidae,Neomixis,tenella,Y,Fianarantsoa,-22.54,45.38,Neomixis_tenella_FMNH396128_ND2
69,NA,FMNH393344,393344,FMNH,8/12/24,https://collections-zoology.fieldmuseum.org/catalogue/1668193,Cisticolidae,Neomixis,viridis,Y,Fianarantsoa,-22.16,47.04,Neomixis_viridis_FMNH393344_ND2
70,NA,TPG1583,393401,FMNH,8/12/24,https://collections-zoology.fieldmuseum.org/catalogue/1668250,Acrocephalidae,Nesillas,typica,Y,Fianarantsoa,-22.15,47.02,Nesillas_typica_FMNH393401_ND2
71,NA,FMNH363856,363856,FMNH,8/12/24,https://collections-zoology.fieldmuseum.org/catalogue/1638671,Vangidae,Newtonia,amphichroa,Y,Fianarantsoa,-22,47.02,Newtonia_amphichroa_FMNH363856_ND2
72,NA,FMNH436447,436447,FMNH,8/12/24,https://collections-zoology.fieldmuseum.org/catalogue/1711172,Vangidae,Newtonia,archboldi,Y,Toliara,-22.8,43.43,Newtonia_archboldi_FMNH436447_ND2
73,NA,FMNH436437,436437,FMNH,8/12/24,https://collections-zoology.fieldmuseum.org/catalogue/1711162,Vangidae,Newtonia,brunneicauda,Y,Toliara,-22.77,43.52,Newtonia_brunneicauda_FMNH436437_ND2
74,NA,384667,384667,FMNH,8/12/24,https://collections-zoology.fieldmuseum.org/catalogue/1659519,Numididae,Numida,meleagris,,Toliara,-22.68,44.82,Numida_meleagris_FMNH384667_ND2
75,NA,396238,396238,FMNH,8/12/24,https://collections-zoology.fieldmuseum.org/catalogue/1671087,Columbidae,Oena,capensis,N - SUBSPECIES ENDEMIC,Fianarantsoa,-22.54,45.38,Oena_capensis_FMNH396238_ND2
76,NA,FMNH356684,356684,FMNH,8/12/24,https://collections-zoology.fieldmuseum.org/catalogue/1631502,Vangidae,Oriolia,bernieri,Y,Toamasina,-15,49.93,Oriolia_bernieri_FMNH356684_ND2
77,NA,MJR1217,MJR1217,UADBA,8/12/24,,Strigidae,Otus,rutilus,Y,,-15.56,50.28,Otus_rutilus_UADBAMJR1217_ND2
78,NA,FMNH396172,396172,FMNH,8/12/24,https://collections-zoology.fieldmuseum.org/catalogue/1671021,Bernieridae,Oxylabes,madagascariensis,Y,Antsiranana,-14,48.43,Oxylabes_madagascariensis_FMNH396172_ND2
79,NA,436517,436517,FMNH,8/12/24,https://collections-zoology.fieldmuseum.org/catalogue/1711241,Hirundinidae,Phedina,borbonica,N - WEST INDIAN ISLANDS,Mahajanga,-16.43,45.4,Phedina_borbonica_FMNH436517_ND2
80,NA,MJR1233,MJR1233,UADBA,8/12/24,,Philepittidae,Philepitta,castanea,Y,,-15.56,50.28,Philepitta_castanea_UADBAMJR1233_ND2
81,NA,DW5317,431191,FMNH,8/12/24,https://collections-zoology.fieldmuseum.org/catalogue/1705920,Philepittidae,Philepitta,schlegeli,Y,Toliara,-19.13,44.8,Philepitta_schlegeli_FMNH431191_ND2
82,NA,SMG10756,396113,FMNH,8/12/24,https://collections-zoology.fieldmuseum.org/catalogue/1670962,Ploceidae,Ploceus,nelicourvi,Y,Antsiranana,-14,48.43,Ploceus_nelicourvi_FMNH396113_ND2
83,NA,SMG4123,352987,FMNH,8/12/24,https://collections-zoology.fieldmuseum.org/catalogue/1627804,Ploceidae,Ploceus,sakalava,Y,Toliara,-24,46.52,Ploceus_sakalava_FMNH352987_ND2
84,NA,FMNH356702,356702,FMNH,8/12/24,https://collections-zoology.fieldmuseum.org/catalogue/1631520,Vangidae,Pseudobias,wardi,Y,Toamasina,-18.93,48.42,Pseudobias_wardi_FMNH356702_ND2
85,NA,487452,487452,FMNH,8/12/24,https://collections-zoology.fieldmuseum.org/catalogue/2386917,Pteroclidae,Pterocles,personatus,Y,Mahajanga,-14.75,48.1,Pterocles_personatus_FMNH487452_ND2
87,NA,384801,384801,FMNH,8/12/24,https://collections-zoology.fieldmuseum.org/catalogue/1659653,Hirundinidae,Riparia,paludicola,,Fianarantsoa,-22.18,46.9,Riparia_paludicola_FMNH384801_ND2
88,NA,393178,393178,FMNH,8/12/24,https://collections-zoology.fieldmuseum.org/catalogue/1668027,Rostratulidae,Rostratula,benghalensis,,Toamosina,-17.29,49.41,Rostratula_benghalensis_FMNH393178_ND2
89,NA,384729,384729,FMNH,8/12/24,https://collections-zoology.fieldmuseum.org/catalogue/1659581,Rallidae,Sarothrura,insularis,Y,Antsiranana,-12.58,49.15,Sarothrura_insularis_FMNH384729_ND2
90,NA,TPG1582,393333,FMNH,8/12/24,https://collections-zoology.fieldmuseum.org/catalogue/1668182,Muscicapidae,Saxicola,torquata,,Fianarantsoa,-22.15,47.02,Saxicola_torquata_FMNH393333_ND2
91,NA,FMNH436519,436519,FMNH,8/12/24,https://collections-zoology.fieldmuseum.org/catalogue/1711243,Vangidae,Schetba,rufa,Y,Mahajanga,-16.43,45.4,Schetba_rufa_FMNH436519_ND2
92,NA,384663,384663,FMNH,8/12/24,https://collections-zoology.fieldmuseum.org/catalogue/1659515,Podicipedidae,Tachybaptus,pelzelnii,Y,Toliara,-22.45,44.83,Tachybaptus_pelzelnii_FMNH384663_ND2
93,NA,396065,396065,FMNH,8/12/24,https://collections-zoology.fieldmuseum.org/catalogue/1670914,Apodidae,Tachymarptis,melba,,Antananarivo,-18.17,47.28,Tachymarptis_melba_FMNH396065_ND2
94,NA,FMNH436460,436460,FMNH,8/12/24,https://collections-zoology.fieldmuseum.org/catalogue/1711185,Monarchidae,Terpsiphone,mutata,N - WEST INDIAN ISLANDS,Toliara,-22.77,43.52,Terpsiphone_mutata_FMNH436460_ND2
95,NA,MJR0554,MJR0554,UADBA,8/12/24,,Bernieridae,Thamnornis,chloropetoides,Y,,-20.94,43.87,Thamnornis_chloropetoides_UADBAMJR0554_ND2
96,NA,360039,360039,FMNH,8/12/24,https://collections-zoology.fieldmuseum.org/catalogue/1634857,Scolopacidae,Tringa,nebularia,,Toamasina,-18.75,47.52,Tringa_nebularia_FMNH360039_ND2
97,NA,436420,436420,FMNH,8/12/24,https://collections-zoology.fieldmuseum.org/catalogue/1711145,Turnicidae,Turnix,nigricollis,Y,Toliara,-22.77,43.52,Turnix_nigricollis_FMNH436420_ND2
98,NA,FMNH393163,393163,FMNH,8/12/24,https://collections-zoology.fieldmuseum.org/catalogue/1668012,Vangidae,Tylas,eduardi,Y,Toliara,-22.68,44.19,Tylas_eduardi_FMNH393163_ND2
99,NA,363792,363792,FMNH,8/12/24,https://collections-zoology.fieldmuseum.org/catalogue/1638607,Tytonidae,Tyto,soumagnei,Y,Antsiranana,-14.68,49.65,Tyto_soumagnei_FMNH363792_ND2
100,NA,SMG4096,352820,FMNH,8/12/24,https://collections-zoology.fieldmuseum.org/catalogue/1668182,Upupidae,Upupa,epops,N - SUBSPECIES ENDEMIC,Fianarantsoa,-22.15,47.02,Upupa_epops_FMNH352820_ND2
101,NA,FMNH434668,434668,FMNH,8/12/24,https://collections-zoology.fieldmuseum.org/catalogue/1709393,Vangidae,Vanga,curvirostris,Y,Mahajanga,-16.3,46.82,Vanga_curvirostris_FMNH434668_ND2
102,NA,FMNH393162,393162,FMNH,8/12/24,https://collections-zoology.fieldmuseum.org/catalogue/1668011,Bernieridae,Xanthomixis,apperti,Y,Toliara,-22.68,44.19,Xanthomixis_apperti_FMNH393162_ND2
103,NA,FMNH393287,393287,FMNH,8/12/24,https://collections-zoology.fieldmuseum.org/catalogue/1668136,Bernieridae,Xanthomixis,cinereiceps,Y,Antsiranana,-14.54,49.43,Xanthomixis_cinereiceps_FMNH393287_ND2
104,NA,FMNH393278,393278,FMNH,8/12/24,https://collections-zoology.fieldmuseum.org/catalogue/1668127,Bernieridae,Xanthomixis,tenebrosa,Y,Antsiranana,-14.54,49.44,Xanthomixis_tenebrosa_FMNH393278_ND2
105,NA,FMNH384740,384740,FMNH,8/12/24,https://collections-zoology.fieldmuseum.org/catalogue/1659592,Bernieridae,Xanthomixis,zosterops,Y,Antsiranana,-14.43,49.75,Xanthomixis_zosterops_FMNH384740_ND2
106,NA,FMNH434675,434675,FMNH,8/12/24,https://collections-zoology.fieldmuseum.org/catalogue/1709400,Vangidae,Xenopirostris,polleni,Y,Fianarantsoa,-21.25,47.42,Xenopirostris_polleni_FMNH434675_ND2
107,NA,FMNH356665,356665,FMNH,8/12/24,https://collections-zoology.fieldmuseum.org/catalogue/1631483,Vangidae,Xenopirostris,xenopirostris,Y,Toliara,-23,43.62,Xenopirostris_xenopirostris_FMNH356665_ND2
108,NA,MJR1268,MJR1268,UADBA,8/12/24,,Zosteropidae,Zosterops,maderaspatanus,N - WEST INDIAN ISLANDS,,-18.25,47.57,Zosterops_maderaspatanus_UADBAMJR1268_ND2
109,AF407471,AMNH_411213,411213,AMNH,NA,NA,Brachypteraciidae,Uratelornis,chimaera,,NA,NA,NA,Uratelornis_chimaera_AF407471_AMNH_411213_ND2
110,AF407470,MNHN_1994.416,1994.416,MNHN,NA,NA,Brachypteraciidae,Uratelornis,chimaera,,NA,NA,NA,Uratelornis_chimaera_AF407470_MNHN_1994.416_ND2
111,AY998895,FMNH_396164,396164,FMNH,NA,NA,Alcedinidae,Corythornis,madagascariensis,,NA,NA,NA,Corythornis_madagascariensis_AY998895_FMNH_396164_ND2
112,AY998896,FMNH_396052,396052,FMNH,NA,NA,Alcedinidae,Corythornis,madagascariensis,,NA,NA,NA,Corythornis_madagascariensis_AY998896_FMNH_396052_ND2
113,AY998897,FMNH_384757,384757,FMNH,NA,NA,Alcedinidae,Corythornis,madagascariensis,,NA,NA,NA,Corythornis_madagascariensis_AY998897_FMNH_384757_ND2
114,AY998898,FMNH_345682,345682,FMNH,NA,NA,Alcedinidae,Corythornis,madagascariensis,,NA,NA,NA,Corythornis_madagascariensis_AY998898_FMNH_345682_ND2
115,AY998899,FMNH_345680,345680,FMNH,NA,NA,Alcedinidae,Corythornis,madagascariensis,,NA,NA,NA,Corythornis_madagascariensis_AY998899_FMNH_345680_ND2
116,AY998900,FMNH_345684,345684,FMNH,NA,NA,Alcedinidae,Corythornis,madagascariensis,,NA,NA,NA,Corythornis_madagascariensis_AY998900_FMNH_345684_ND2
117,AY998917,UWBM_VGR215,VGR215,UWBM,NA,NA,Alcedinidae,Corythornis,vintsioides,,NA,NA,NA,Corythornis_vintsioides_AY998917_UWBM_VGR215_ND2
119,MH218118,FMNH_352818,352818,FMNH,NA,NA,Meropidae,Merops,superciliosus,,NA,NA,NA,Merops_superciliosus_MH218118_FMNH_352818_ND2
120,ON081238,U3587_,,U3587,NA,NA,Ploceidae,Foudia,madagascariensis,,NA,NA,NA,Foudia_madagascariensis_ON081238_U3587__ND2
121,ON385397,AMNH_14108,14108,AMNH,NA,NA,Ploceidae,Foudia,madagascariensis,,NA,NA,NA,Foudia_madagascariensis_ON385397_AMNH_14108_ND2
122,JN599239,FMNH_384786,384786,FMNH,NA,NA,Turdidae,Monticola,sharpei,,NA,NA,NA,Monticola_sharpei_JN599239_FMNH_384786_ND2
123,JN599240,FMNH_396184,396184,FMNH,NA,NA,Turdidae,Monticola,sharpei,,NA,NA,NA,Monticola_sharpei_JN599240_FMNH_396184_ND2
124,JN599241,FMNH_396187,396187,FMNH,NA,NA,Turdidae,Monticola,sharpei,,NA,NA,NA,Monticola_sharpei_JN599241_FMNH_396187_ND2
125,JN599242,FMNH_431258,431258,FMNH,NA,NA,Turdidae,Monticola,sharpei,,NA,NA,NA,Monticola_sharpei_JN599242_FMNH_431258_ND2
126,JN599243,FMNH_380005,380005,FMNH,NA,NA,Turdidae,Monticola,sharpei,,NA,NA,NA,Monticola_sharpei_JN599243_FMNH_380005_ND2
127,JN599244,FMNH_380007,380007,FMNH,NA,NA,Turdidae,Monticola,sharpei,,NA,NA,NA,Monticola_sharpei_JN599244_FMNH_380007_ND2
128,JN599245,FMNH_380010,380010,FMNH,NA,NA,Turdidae,Monticola,sharpei,,NA,NA,NA,Monticola_sharpei_JN599245_FMNH_380010_ND2
129,JN599246,FMNH_393342,393342,FMNH,NA,NA,Turdidae,Monticola,sharpei,,NA,NA,NA,Monticola_sharpei_JN599246_FMNH_393342_ND2
130,JN599247,FMNH_431255,431255,FMNH,NA,NA,Turdidae,Monticola,sharpei,,NA,NA,NA,Monticola_sharpei_JN599247_FMNH_431255_ND2
131,JN599248,FMNH_396194,396194,FMNH,NA,NA,Turdidae,Monticola,sharpei,,NA,NA,NA,Monticola_sharpei_JN599248_FMNH_396194_ND2
132,JN599249,FMNH_396195,396195,FMNH,NA,NA,Turdidae,Monticola,sharpei,,NA,NA,NA,Monticola_sharpei_JN599249_FMNH_396195_ND2
133,JN599250,FMNH_431253,431253,FMNH,NA,NA,Turdidae,Monticola,sharpei,,NA,NA,NA,Monticola_sharpei_JN599250_FMNH_431253_ND2
134,JN599251,FMNH_431254,431254,FMNH,NA,NA,Turdidae,Monticola,sharpei,,NA,NA,NA,Monticola_sharpei_JN599251_FMNH_431254_ND2
135,JN599252,FMNH_431256,431256,FMNH,NA,NA,Turdidae,Monticola,sharpei,,NA,NA,NA,Monticola_sharpei_JN599252_FMNH_431256_ND2
136,JN599253,FMNH_431257,431257,FMNH,NA,NA,Turdidae,Monticola,sharpei,,NA,NA,NA,Monticola_sharpei_JN599253_FMNH_431257_ND2
137,JN599254,FMNH_429330,429330,FMNH,NA,NA,Turdidae,Monticola,sharpei,,NA,NA,NA,Monticola_sharpei_JN599254_FMNH_429330_ND2
138,JN599255,FMNH_363837,363837,FMNH,NA,NA,Turdidae,Monticola,sharpei,,NA,NA,NA,Monticola_sharpei_JN599255_FMNH_363837_ND2
139,JN599256,FMNH_363838,363838,FMNH,NA,NA,Turdidae,Monticola,sharpei,,NA,NA,NA,Monticola_sharpei_JN599256_FMNH_363838_ND2
140,JN599257,FMNH_384724,384724,FMNH,NA,NA,Turdidae,Monticola,sharpei,,NA,NA,NA,Monticola_sharpei_JN599257_FMNH_384724_ND2
141,JN599258,FMNH_384742,384742,FMNH,NA,NA,Turdidae,Monticola,sharpei,,NA,NA,NA,Monticola_sharpei_JN599258_FMNH_384742_ND2
142,JN599259,FMNH_384784,384784,FMNH,NA,NA,Turdidae,Monticola,sharpei,,NA,NA,NA,Monticola_sharpei_JN599259_FMNH_384784_ND2
143,JN599260,FMNH_384787,384787,FMNH,NA,NA,Turdidae,Monticola,sharpei,,NA,NA,NA,Monticola_sharpei_JN599260_FMNH_384787_ND2
144,JN599261,FMNH_393118,393118,FMNH,NA,NA,Turdidae,Monticola,sharpei,,NA,NA,NA,Monticola_sharpei_JN599261_FMNH_393118_ND2
145,JN599262,FMNH_393119,393119,FMNH,NA,NA,Turdidae,Monticola,sharpei,,NA,NA,NA,Monticola_sharpei_JN599262_FMNH_393119_ND2
146,JN599263,FMNH_393335,393335,FMNH,NA,NA,Turdidae,Monticola,sharpei,,NA,NA,NA,Monticola_sharpei_JN599263_FMNH_393335_ND2
