"","GB_Acession","Original","Access..No","Museum","Added.to.Database","Website","Family","Genus","Species","Endemic","Locality","Latitude","Longitude","SpecName"
"142","MG990995","MJR_434","434","MJR",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG990995_MJR_434_CYTB"
"143","MG990968","MJR_752","752","MJR",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG990968_MJR_752_CYTB"
"144","MG991031","MJR_497","497","MJR",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991031_MJR_497_CYTB"
"145","MG991017","FMNH_396202","396202","FMNH",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991017_FMNH_396202_CYTB"
"146","MG991035","MJR_524","524","MJR",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991035_MJR_524_CYTB"
"147","MG991066","FMNH_427346","427346","FMNH",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991066_FMNH_427346_CYTB"
"148","MG991001","FMNH_393367","393367","FMNH",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG991001_FMNH_393367_CYTB"
"149","MG990989","FMNH_396209","396209","FMNH",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG990989_FMNH_396209_CYTB"
"150","MG991079","FMNH_436442","436442","FMNH",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991079_FMNH_436442_CYTB"
"151","MG990987","FMNH_396207","396207","FMNH",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG990987_FMNH_396207_CYTB"
"152","MG990994","MJR_416","416","MJR",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG990994_MJR_416_CYTB"
"153","MG991037","MJR_543","543","MJR",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991037_MJR_543_CYTB"
"154","MG991076","FMNH_436439","436439","FMNH",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991076_FMNH_436439_CYTB"
"155","MG991082","FMNH_436445","436445","FMNH",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991082_FMNH_436445_CYTB"
"156","MG991088","FMNH_436527","436527","FMNH",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991088_FMNH_436527_CYTB"
"157","MG990970","MJR_770","770","MJR",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG990970_MJR_770_CYTB"
"158","MG991070","FMNH_434460","434460","FMNH",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991070_FMNH_434460_CYTB"
"159","MG990945","MJR_624","624","MJR",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG990945_MJR_624_CYTB"
"160","MG990960","MJR_464","464","MJR",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG990960_MJR_464_CYTB"
"161","MG991044","MJR_872","872","MJR",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991044_MJR_872_CYTB"
"162","MG991055","FMNH_352932","352932","FMNH",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991055_FMNH_352932_CYTB"
"163","MG991071","FMNH_434461","434461","FMNH",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991071_FMNH_434461_CYTB"
"164","MG991074","FMNH_436436","436436","FMNH",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991074_FMNH_436436_CYTB"
"165","MG990997","MJR_707","707","MJR",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG990997_MJR_707_CYTB"
"166","MG991036","MJR_528","528","MJR",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991036_MJR_528_CYTB"
"167","MG990966","MJR_716","716","MJR",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG990966_MJR_716_CYTB"
"168","MG991006","FMNH_393373","393373","FMNH",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG991006_FMNH_393373_CYTB"
"169","MG991048","MJR_938","938","MJR",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991048_MJR_938_CYTB"
"170","MG991075","FMNH_436437","436437","FMNH",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991075_FMNH_436437_CYTB"
"171","MG990956","MJR_366","366","MJR",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG990956_MJR_366_CYTB"
"172","MG990969","MJR_753","753","MJR",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG990969_MJR_753_CYTB"
"173","MG990973","MJR_821","821","MJR",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG990973_MJR_821_CYTB"
"174","MG990986","FMNH_396203","396203","FMNH",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG990986_FMNH_396203_CYTB"
"175","MG991023","MJR_312","312","MJR",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991023_MJR_312_CYTB"
"176","MG991028","MJR_370","370","MJR",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991028_MJR_370_CYTB"
"177","MG990952","MJR_1080","1080","MJR",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG990952_MJR_1080_CYTB"
"178","MG991025","MJR_318","318","MJR",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991025_MJR_318_CYTB"
"179","MG991027","MJR_344","344","MJR",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991027_MJR_344_CYTB"
"180","MG991040","MJR_580","580","MJR",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991040_MJR_580_CYTB"
"181","MG991056","FMNH_352933","352933","FMNH",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991056_FMNH_352933_CYTB"
"182","MG991078","FMNH_436441","436441","FMNH",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991078_FMNH_436441_CYTB"
"183","MG991092","MJR_958","958","MJR",NA,NA,"Vangidae","Newtonia","archboldi",NA,NA,NA,NA,"Newtonia_archboldi_MG991092_MJR_958_CYTB"
"184","MG991093","MJR_959","959","MJR",NA,NA,"Vangidae","Newtonia","archboldi",NA,NA,NA,NA,"Newtonia_archboldi_MG991093_MJR_959_CYTB"
"185","MG990953","MJR_264","264","MJR",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG990953_MJR_264_CYTB"
"186","MG990954","MJR_270","270","MJR",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG990954_MJR_270_CYTB"
"187","MG990957","MJR_367","367","MJR",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG990957_MJR_367_CYTB"
"188","MG990974","MJR_894","894","MJR",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG990974_MJR_894_CYTB"
"189","MG990980","FMNH_393387","393387","FMNH",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG990980_FMNH_393387_CYTB"
"190","MG990984","FMNH_396200","396200","FMNH",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG990984_FMNH_396200_CYTB"
"191","MG990990","FMNH_429706","429706","FMNH",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG990990_FMNH_429706_CYTB"
"192","MG990998","FMNH_393364","393364","FMNH",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG990998_FMNH_393364_CYTB"
"193","MG991012","FMNH_393383","393383","FMNH",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG991012_FMNH_393383_CYTB"
"194","MG991018","FMNH_396204","396204","FMNH",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991018_FMNH_396204_CYTB"
"195","MG991026","MJR_332","332","MJR",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991026_MJR_332_CYTB"
"196","MG991030","MJR_487","487","MJR",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991030_MJR_487_CYTB"
"197","MG991033","MJR_501","501","MJR",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991033_MJR_501_CYTB"
"198","MG991039","MJR_561","561","MJR",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991039_MJR_561_CYTB"
"199","MG991041","MJR_743","743","MJR",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991041_MJR_743_CYTB"
"200","MG991043","MJR_798","798","MJR",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991043_MJR_798_CYTB"
"201","MG991050","MJR_963","963","MJR",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991050_MJR_963_CYTB"
"202","MG991054","FMNH_352931","352931","FMNH",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991054_FMNH_352931_CYTB"
"203","MG991067","FMNH_427347","427347","FMNH",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991067_FMNH_427347_CYTB"
"204","MG991085","FMNH_436524","436524","FMNH",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991085_FMNH_436524_CYTB"
"205","MG991086","FMNH_436525","436525","FMNH",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991086_FMNH_436525_CYTB"
"206","MG990963","MJR_563","563","MJR",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG990963_MJR_563_CYTB"
"207","MG990991","MJR_362","362","MJR",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG990991_MJR_362_CYTB"
"208","MG990996","MJR_455","455","MJR",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG990996_MJR_455_CYTB"
"209","MG991002","FMNH_393368","393368","FMNH",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG991002_FMNH_393368_CYTB"
"210","MG991003","FMNH_393370","393370","FMNH",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG991003_FMNH_393370_CYTB"
"211","MG991034","MJR_502","502","MJR",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991034_MJR_502_CYTB"
"212","MG991063","FMNH_393381","393381","FMNH",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991063_FMNH_393381_CYTB"
"213","MG991069","FMNH_434459","434459","FMNH",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991069_FMNH_434459_CYTB"
"214","MG991014","FMNH_429707","429707","FMNH",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG991014_FMNH_429707_CYTB"
"215","MG991061","FMNH_393376","393376","FMNH",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991061_FMNH_393376_CYTB"
"216","MG991073","FMNH_436435","436435","FMNH",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991073_FMNH_436435_CYTB"
"217","MG991091","MJR_957","957","MJR",NA,NA,"Vangidae","Newtonia","archboldi",NA,NA,NA,NA,"Newtonia_archboldi_MG991091_MJR_957_CYTB"
"218","MG990950","MJR_1061","1061","MJR",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG990950_MJR_1061_CYTB"
"219","MG990961","MJR_526","526","MJR",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG990961_MJR_526_CYTB"
"220","MG990964","MJR_676","676","MJR",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG990964_MJR_676_CYTB"
"221","MG990971","MJR_771","771","MJR",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG990971_MJR_771_CYTB"
"222","MG990981","FMNH_393389","393389","FMNH",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG990981_FMNH_393389_CYTB"
"223","MG991013","FMNH_393384","393384","FMNH",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG991013_FMNH_393384_CYTB"
"224","MG991016","FMNH_431266","431266","FMNH",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG991016_FMNH_431266_CYTB"
"225","MG991019","FMNH_396205","396205","FMNH",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991019_FMNH_396205_CYTB"
"226","MG991020","FMNH_396206","396206","FMNH",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991020_FMNH_396206_CYTB"
"227","MG991032","MJR_499","499","MJR",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991032_MJR_499_CYTB"
"228","MG991038","MJR_544","544","MJR",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991038_MJR_544_CYTB"
"229","MG991052","FMNH_345886","345886","FMNH",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991052_FMNH_345886_CYTB"
"230","MG991053","FMNH_345887","345887","FMNH",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991053_FMNH_345887_CYTB"
"231","MG991060","FMNH_393375","393375","FMNH",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991060_FMNH_393375_CYTB"
"232","MG991064","FMNH_396064","396064","FMNH",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991064_FMNH_396064_CYTB"
"233","MG991068","FMNH_434458","434458","FMNH",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991068_FMNH_434458_CYTB"
"234","MG991072","FMNH_434462","434462","FMNH",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991072_FMNH_434462_CYTB"
"235","MG991083","FMNH_436522","436522","FMNH",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991083_FMNH_436522_CYTB"
"236","MG991084","FMNH_436523","436523","FMNH",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991084_FMNH_436523_CYTB"
"237","MG991087","FMNH_436526","436526","FMNH",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991087_FMNH_436526_CYTB"
"238","MG991096","FMNH_436446","436446","FMNH",NA,NA,"Vangidae","Newtonia","archboldi",NA,NA,NA,NA,"Newtonia_archboldi_MG991096_FMNH_436446_CYTB"
"239","MG991008","FMNH_393377","393377","FMNH",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG991008_FMNH_393377_CYTB"
"240","MG991010","FMNH_393380","393380","FMNH",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG991010_FMNH_393380_CYTB"
"241","MG991015","FMNH_431265","431265","FMNH",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG991015_FMNH_431265_CYTB"
"242","MG991029","MJR_469","469","MJR",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991029_MJR_469_CYTB"
"243","MG991062","FMNH_393378","393378","FMNH",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991062_FMNH_393378_CYTB"
"244","MG990962","MJR_562","562","MJR",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG990962_MJR_562_CYTB"
"245","MG990965","MJR_688","688","MJR",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG990965_MJR_688_CYTB"
"246","MG991000","FMNH_393366","393366","FMNH",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG991000_FMNH_393366_CYTB"
"247","MG991089","MJR_330","330","MJR",NA,NA,"Vangidae","Newtonia","archboldi",NA,NA,NA,NA,"Newtonia_archboldi_MG991089_MJR_330_CYTB"
"248","MG991090","MJR_952","952","MJR",NA,NA,"Vangidae","Newtonia","archboldi",NA,NA,NA,NA,"Newtonia_archboldi_MG991090_MJR_952_CYTB"
"249","MG991094","FMNH_352944","352944","FMNH",NA,NA,"Vangidae","Newtonia","archboldi",NA,NA,NA,NA,"Newtonia_archboldi_MG991094_FMNH_352944_CYTB"
"250","MG990955","MJR_358","358","MJR",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG990955_MJR_358_CYTB"
"251","MG990976","FMNH_363856","363856","FMNH",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG990976_FMNH_363856_CYTB"
"252","MG990983","FMNH_395990","395990","FMNH",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG990983_FMNH_395990_CYTB"
"253","MG991011","FMNH_393382","393382","FMNH",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG991011_FMNH_393382_CYTB"
"254","MG991021","MJR_1038","1038","MJR",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991021_MJR_1038_CYTB"
"255","MG991022","MJR_1068","1068","MJR",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991022_MJR_1068_CYTB"
"256","MG991024","MJR_317","317","MJR",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991024_MJR_317_CYTB"
"257","MG991045","MJR_908","908","MJR",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991045_MJR_908_CYTB"
"258","MG991046","MJR_909","909","MJR",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991046_MJR_909_CYTB"
"259","MG991049","MJR_951","951","MJR",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991049_MJR_951_CYTB"
"260","MG991057","FMNH_352938","352938","FMNH",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991057_FMNH_352938_CYTB"
"261","MG991058","FMNH_352941","352941","FMNH",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991058_FMNH_352941_CYTB"
"262","MG991059","FMNH_352943","352943","FMNH",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991059_FMNH_352943_CYTB"
"263","MG991065","FMNH_427345","427345","FMNH",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991065_FMNH_427345_CYTB"
"264","MG991077","FMNH_436440","436440","FMNH",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991077_FMNH_436440_CYTB"
"265","MG991080","FMNH_436443","436443","FMNH",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991080_FMNH_436443_CYTB"
"266","MG991095","FMNH_434463","434463","FMNH",NA,NA,"Vangidae","Newtonia","archboldi",NA,NA,NA,NA,"Newtonia_archboldi_MG991095_FMNH_434463_CYTB"
"267","MG991097","FMNH_436447","436447","FMNH",NA,NA,"Vangidae","Newtonia","archboldi",NA,NA,NA,NA,"Newtonia_archboldi_MG991097_FMNH_436447_CYTB"
"268","MG990972","MJR_820","820","MJR",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG990972_MJR_820_CYTB"
"269","MG990985","FMNH_396201","396201","FMNH",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG990985_FMNH_396201_CYTB"
"270","MG990999","FMNH_393365","393365","FMNH",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG990999_FMNH_393365_CYTB"
"271","MG991007","FMNH_393374","393374","FMNH",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG991007_FMNH_393374_CYTB"
"272","MG991042","MJR_774","774","MJR",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991042_MJR_774_CYTB"
"273","MG991081","FMNH_436444","436444","FMNH",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991081_FMNH_436444_CYTB"
"274","MG990941","FMNH_429705","429705","FMNH",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG990941_FMNH_429705_CYTB"
"275","MG990942","FMNH_438750","438750","FMNH",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG990942_FMNH_438750_CYTB"
"276","MG990943","FMNH_363855","363855","FMNH",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG990943_FMNH_363855_CYTB"
"277","MG990944","FMNH_438751","438751","FMNH",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG990944_FMNH_438751_CYTB"
"278","MG990946","FMNH_438748","438748","FMNH",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG990946_FMNH_438748_CYTB"
"279","MG990947","MJR_869","869","MJR",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG990947_MJR_869_CYTB"
"280","MG990948","FMNH_438519","438519","FMNH",NA,NA,"Vangidae","Newtonia","archboldi",NA,NA,NA,NA,"Newtonia_archboldi_MG990948_FMNH_438519_CYTB"
"281","MG990949","FMNH_438520","438520","FMNH",NA,NA,"Vangidae","Newtonia","archboldi",NA,NA,NA,NA,"Newtonia_archboldi_MG990949_FMNH_438520_CYTB"
"282","MG990967","MJR_751","751","MJR",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG990967_MJR_751_CYTB"
"283","MG990975","FMNH_352930","352930","FMNH",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG990975_FMNH_352930_CYTB"
"284","MG990988","FMNH_396208","396208","FMNH",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG990988_FMNH_396208_CYTB"
"285","MG990993","MJR_411","411","MJR",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG990993_MJR_411_CYTB"
"286","MG991004","FMNH_393371","393371","FMNH",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG991004_FMNH_393371_CYTB"
"287","MG991005","FMNH_393372","393372","FMNH",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG991005_FMNH_393372_CYTB"
"288","MG991009","FMNH_393379","393379","FMNH",NA,NA,"Vangidae","Newtonia","amphichroa",NA,NA,NA,NA,"Newtonia_amphichroa_MG991009_FMNH_393379_CYTB"
"289","MG991047","MJR_936","936","MJR",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991047_MJR_936_CYTB"
"290","MG991051","FMNH_345885","345885","FMNH",NA,NA,"Vangidae","Newtonia","brunneicauda",NA,NA,NA,NA,"Newtonia_brunneicauda_MG991051_FMNH_345885_CYTB"
"291","MG991098","FMNH_436438","436438","FMNH",NA,NA,"Vangidae","Newtonia","archboldi",NA,NA,NA,NA,"Newtonia_archboldi_MG991098_FMNH_436438_CYTB"
"292","ON081148","U3587_","","U3587",NA,NA,"Ploceidae","Foudia","madagascariensis",NA,NA,NA,NA,"Foudia_madagascariensis_ON081148_U3587__CYTB"
"293","EU233136","IPMB_6797","6797","IPMB",NA,NA,"Falconidae","Falco","zoniventris",NA,NA,NA,NA,"Falco_zoniventris_EU233136_IPMB_6797_CYTB"
