"","GB_Acession","Original","Access..No","Museum","Added.to.Database","Website","Family","Genus","Species","Endemic","Locality","Latitude","Longitude","SpecName"
"294","AF407453","MNHN_1994.416","1994.416","MNHN",NA,NA,"Brachypteraciidae","Uratelornis","chimaera",NA,NA,NA,NA,"Uratelornis_chimaera_AF407453_MNHN_1994.416_CYTB"
"295","JQ239202","FMNH_356676","356676","FMNH",NA,NA,"Vangidae","Artamella","viridis",NA,NA,NA,NA,"Artamella_viridis_JQ239202_FMNH_356676_CYTB"
"296","KT313870","FMNH_438698","438698","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313870_FMNH_438698_CYTB"
"298","JQ239224","FMNH_356657","356657","FMNH",NA,NA,"Vangidae","Schetba","rufa",NA,NA,NA,NA,"Schetba_rufa_JQ239224_FMNH_356657_CYTB"
"299","JQ353906","FMNH_434438","434438","FMNH",NA,NA,"Apodidae","Apus","balstoni",NA,NA,NA,NA,"Apus_balstoni_JQ353906_FMNH_434438_CYTB"
"300","HQ706160","FMNH_384749","384749","FMNH",NA,NA,"Locustellidae","Bradypterus","brunneus",NA,NA,NA,NA,"Bradypterus_brunneus_HQ706160_FMNH_384749_CYTB"
"301","JQ239210","FMNH_356673","356673","FMNH",NA,NA,"Vangidae","Falculea","palliata",NA,NA,NA,NA,"Falculea_palliata_JQ239210_FMNH_356673_CYTB"
"302","JQ239218","FMNH_356684","356684","FMNH",NA,NA,"Vangidae","Oriolia","bernieri",NA,NA,NA,NA,"Oriolia_bernieri_JQ239218_FMNH_356684_CYTB"
"303","JQ239205","FMNH_345780","345780","FMNH",NA,NA,"Vangidae","Calicalicus","madagascariensis",NA,NA,NA,NA,"Calicalicus_madagascariensis_JQ239205_FMNH_345780_CYTB"
"304","JQ239206","FMNH_356683","356683","FMNH",NA,NA,"Vangidae","Cyanolanius","madagascarinus",NA,NA,NA,NA,"Cyanolanius_madagascarinus_JQ239206_FMNH_356683_CYTB"
"305","JQ239231","FMNH_356664","356664","FMNH",NA,NA,"Vangidae","Xenopirostris","xenopirostris",NA,NA,NA,NA,"Xenopirostris_xenopirostris_JQ239231_FMNH_356664_CYTB"
"306","KT313824","FMNH_393159","393159","FMNH",NA,NA,"Bernieridae","Xanthomixis","apperti",NA,NA,NA,NA,"Xanthomixis_apperti_KT313824_FMNH_393159_CYTB"
"307","KT313825","FMNH_363829","363829","FMNH",NA,NA,"Bernieridae","Xanthomixis","cinereiceps",NA,NA,NA,NA,"Xanthomixis_cinereiceps_KT313825_FMNH_363829_CYTB"
"308","JQ353905","FMNH_434435","434435","FMNH",NA,NA,"Apodidae","Apus","balstoni",NA,NA,NA,NA,"Apus_balstoni_JQ353905_FMNH_434435_CYTB"
"309","JQ239215","FMNH_356681","356681","FMNH",NA,NA,"Vangidae","Leptopterus","chabert",NA,NA,NA,NA,"Leptopterus_chabert_JQ239215_FMNH_356681_CYTB"
"310","JQ239216","FMNH_345861","345861","FMNH",NA,NA,"Vangidae","Mystacornis","crossleyi",NA,NA,NA,NA,"Mystacornis_crossleyi_JQ239216_FMNH_345861_CYTB"
"311","JQ239228","FMNH_356661","356661","FMNH",NA,NA,"Vangidae","Vanga","curvirostris",NA,NA,NA,NA,"Vanga_curvirostris_JQ239228_FMNH_356661_CYTB"
"312","JQ239209","FMNH_356689","356689","FMNH",NA,NA,"Vangidae","Euryceros","prevostii",NA,NA,NA,NA,"Euryceros_prevostii_JQ239209_FMNH_356689_CYTB"
"313","KT313897","FMNH_479588","479588","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313897_FMNH_479588_CYTB"
"314","JQ239222","FMNH_356702","356702","FMNH",NA,NA,"Platysteiridae","Pseudobias","wardi",NA,NA,NA,NA,"Pseudobias_wardi_JQ239222_FMNH_356702_CYTB"
"315","JQ239211","FMNH_356693","356693","FMNH",NA,NA,"Vangidae","Hypositta","corallirostris",NA,NA,NA,NA,"Hypositta_corallirostris_JQ239211_FMNH_356693_CYTB"
"316","JQ239227","FMNH_356649","356649","FMNH",NA,NA,"Vangidae","Tylas","eduardi",NA,NA,NA,NA,"Tylas_eduardi_JQ239227_FMNH_356649_CYTB"
"317","KT313936","UADBA_NLB01","NLB01","UADBA",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313936_UADBA_NLB01_CYTB"
"318","KT313826","FMNH_345743","345743","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313826_FMNH_345743_CYTB"
"319","KT313827","FMNH_345744","345744","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313827_FMNH_345744_CYTB"
"320","KT313828","FMNH_345746","345746","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313828_FMNH_345746_CYTB"
"321","KT313829","FMNH_345747","345747","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313829_FMNH_345747_CYTB"
"322","KT313830","FMNH_345749","345749","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313830_FMNH_345749_CYTB"
"323","KT313831","FMNH_345750","345750","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313831_FMNH_345750_CYTB"
"324","KT313832","FMNH_345752","345752","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313832_FMNH_345752_CYTB"
"325","KT313833","FMNH_345754","345754","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313833_FMNH_345754_CYTB"
"326","KT313834","FMNH_345758","345758","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313834_FMNH_345758_CYTB"
"327","KT313835","FMNH_356645","356645","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313835_FMNH_356645_CYTB"
"328","KT313836","FMNH_356646","356646","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313836_FMNH_356646_CYTB"
"329","KT313837","FMNH_356647","356647","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313837_FMNH_356647_CYTB"
"330","KT313838","FMNH_363820","363820","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313838_FMNH_363820_CYTB"
"331","KT313839","FMNH_363824","363824","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313839_FMNH_363824_CYTB"
"332","KT313840","FMNH_384740","384740","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313840_FMNH_384740_CYTB"
"333","KT313841","FMNH_393137","393137","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313841_FMNH_393137_CYTB"
"334","KT313842","FMNH_393154","393154","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313842_FMNH_393154_CYTB"
"335","KT313843","FMNH_393265","393265","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313843_FMNH_393265_CYTB"
"336","KT313844","FMNH_393266","393266","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313844_FMNH_393266_CYTB"
"337","KT313845","FMNH_393269","393269","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313845_FMNH_393269_CYTB"
"338","KT313846","FMNH_393270","393270","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313846_FMNH_393270_CYTB"
"339","KT313847","FMNH_393271","393271","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313847_FMNH_393271_CYTB"
"340","KT313848","FMNH_393272","393272","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313848_FMNH_393272_CYTB"
"341","KT313849","FMNH_393273","393273","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313849_FMNH_393273_CYTB"
"342","KT313850","FMNH_393275","393275","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313850_FMNH_393275_CYTB"
"343","KT313851","FMNH_393277","393277","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313851_FMNH_393277_CYTB"
"344","KT313852","FMNH_396141","396141","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313852_FMNH_396141_CYTB"
"345","KT313853","FMNH_396143","396143","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313853_FMNH_396143_CYTB"
"346","KT313854","FMNH_396144","396144","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313854_FMNH_396144_CYTB"
"347","KT313855","FMNH_396149","396149","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313855_FMNH_396149_CYTB"
"348","KT313856","FMNH_396151","396151","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313856_FMNH_396151_CYTB"
"349","KT313857","FMNH_427370","427370","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313857_FMNH_427370_CYTB"
"350","KT313858","FMNH_427374","427374","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313858_FMNH_427374_CYTB"
"351","KT313859","FMNH_431197","431197","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313859_FMNH_431197_CYTB"
"352","KT313860","FMNH_431215","431215","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313860_FMNH_431215_CYTB"
"353","KT313861","FMNH_431216","431216","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313861_FMNH_431216_CYTB"
"354","KT313862","FMNH_431217","431217","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313862_FMNH_431217_CYTB"
"355","KT313863","FMNH_431218","431218","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313863_FMNH_431218_CYTB"
"356","KT313864","FMNH_431219","431219","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313864_FMNH_431219_CYTB"
"357","KT313865","FMNH_431220","431220","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313865_FMNH_431220_CYTB"
"358","KT313866","FMNH_431221","431221","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313866_FMNH_431221_CYTB"
"359","KT313867","FMNH_434656","434656","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313867_FMNH_434656_CYTB"
"360","KT313868","FMNH_438696","438696","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313868_FMNH_438696_CYTB"
"361","KT313869","FMNH_438697","438697","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313869_FMNH_438697_CYTB"
"362","KT313871","FMNH_438700","438700","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313871_FMNH_438700_CYTB"
"363","KT313872","FMNH_438701","438701","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313872_FMNH_438701_CYTB"
"364","KT313873","FMNH_438702","438702","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313873_FMNH_438702_CYTB"
"365","KT313874","FMNH_438704","438704","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313874_FMNH_438704_CYTB"
"366","KT313875","FMNH_479565","479565","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313875_FMNH_479565_CYTB"
"367","KT313876","FMNH_479566","479566","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313876_FMNH_479566_CYTB"
"368","KT313877","FMNH_479567","479567","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313877_FMNH_479567_CYTB"
"369","KT313878","FMNH_479568","479568","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313878_FMNH_479568_CYTB"
"370","KT313879","FMNH_479569","479569","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313879_FMNH_479569_CYTB"
"371","KT313880","FMNH_479570","479570","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313880_FMNH_479570_CYTB"
"372","KT313881","FMNH_479571","479571","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313881_FMNH_479571_CYTB"
"373","KT313882","FMNH_479572","479572","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313882_FMNH_479572_CYTB"
"374","KT313886","FMNH_479576","479576","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313886_FMNH_479576_CYTB"
"375","KT313887","FMNH_479577","479577","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313887_FMNH_479577_CYTB"
"376","KT313888","FMNH_479578","479578","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313888_FMNH_479578_CYTB"
"377","KT313889","FMNH_479579","479579","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313889_FMNH_479579_CYTB"
"378","KT313890","FMNH_479580","479580","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313890_FMNH_479580_CYTB"
"379","KT313891","FMNH_479581","479581","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313891_FMNH_479581_CYTB"
"380","KT313892","FMNH_479582","479582","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313892_FMNH_479582_CYTB"
"381","KT313893","FMNH_479583","479583","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313893_FMNH_479583_CYTB"
"382","KT313894","FMNH_479584","479584","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313894_FMNH_479584_CYTB"
"383","KT313895","FMNH_479585","479585","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313895_FMNH_479585_CYTB"
"384","KT313896","FMNH_479587","479587","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313896_FMNH_479587_CYTB"
"385","KT313898","FMNH_479589","479589","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313898_FMNH_479589_CYTB"
"386","KT313899","FMNH_479590","479590","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313899_FMNH_479590_CYTB"
"387","KT313900","FMNH_479645","479645","FMNH",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313900_FMNH_479645_CYTB"
"388","KT313901","UADBA_10869","10869","UADBA",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313901_UADBA_10869_CYTB"
"389","KT313902","UADBA_10969","10969","UADBA",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313902_UADBA_10969_CYTB"
"390","KT313903","UADBA_10970","10970","UADBA",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313903_UADBA_10970_CYTB"
"391","KT313904","UADBA_10995","10995","UADBA",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313904_UADBA_10995_CYTB"
"392","KT313905","UADBA_30900","30900","UADBA",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313905_UADBA_30900_CYTB"
"393","KT313906","UADBA_30917","30917","UADBA",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313906_UADBA_30917_CYTB"
"394","KT313907","UADBA_30929","30929","UADBA",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313907_UADBA_30929_CYTB"
"395","KT313908","UADBA_30939","30939","UADBA",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313908_UADBA_30939_CYTB"
"396","KT313909","UADBA_30943","30943","UADBA",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313909_UADBA_30943_CYTB"
"397","KT313910","UADBA_30953","30953","UADBA",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313910_UADBA_30953_CYTB"
"398","KT313911","UADBA_30956","30956","UADBA",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313911_UADBA_30956_CYTB"
"399","KT313912","UADBA_30966","30966","UADBA",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313912_UADBA_30966_CYTB"
"400","KT313913","UADBA_31305","31305","UADBA",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313913_UADBA_31305_CYTB"
"401","KT313914","UADBA_31307","31307","UADBA",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313914_UADBA_31307_CYTB"
"402","KT313915","UADBA_31308","31308","UADBA",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313915_UADBA_31308_CYTB"
"403","KT313916","UADBA_31312","31312","UADBA",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313916_UADBA_31312_CYTB"
"404","KT313917","UADBA_47215","47215","UADBA",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313917_UADBA_47215_CYTB"
"405","KT313918","UADBA_47216","47216","UADBA",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313918_UADBA_47216_CYTB"
"406","KT313919","UADBA_47217","47217","UADBA",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313919_UADBA_47217_CYTB"
"407","KT313920","UADBA_47218","47218","UADBA",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313920_UADBA_47218_CYTB"
"408","KT313921","UADBA_47220","47220","UADBA",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313921_UADBA_47220_CYTB"
"409","KT313922","UADBA_47221","47221","UADBA",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313922_UADBA_47221_CYTB"
"410","KT313923","UADBA_47222","47222","UADBA",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313923_UADBA_47222_CYTB"
"411","KT313924","UADBA_47223","47223","UADBA",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313924_UADBA_47223_CYTB"
"412","KT313925","UADBA_47720","47720","UADBA",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313925_UADBA_47720_CYTB"
"413","KT313926","UADBA_47721","47721","UADBA",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313926_UADBA_47721_CYTB"
"414","KT313927","UADBA_MJR121","MJR121","UADBA",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313927_UADBA_MJR121_CYTB"
"415","KT313928","UADBA_MJR122","MJR122","UADBA",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313928_UADBA_MJR122_CYTB"
"416","KT313929","UADBA_MJR126","MJR126","UADBA",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313929_UADBA_MJR126_CYTB"
"417","KT313930","UADBA_MJR127","MJR127","UADBA",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313930_UADBA_MJR127_CYTB"
"418","KT313931","UADBA_MJR133","MJR133","UADBA",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313931_UADBA_MJR133_CYTB"
"419","KT313932","UADBA_MJR135","MJR135","UADBA",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313932_UADBA_MJR135_CYTB"
"420","KT313933","UADBA_MJR68","MJR68","UADBA",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313933_UADBA_MJR68_CYTB"
"421","KT313934","UADBA_MJR77","MJR77","UADBA",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313934_UADBA_MJR77_CYTB"
"422","KT313935","UADBA_MJR84","MJR84","UADBA",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313935_UADBA_MJR84_CYTB"
"423","KT313937","UADBA_SMG10703","SMG10703","UADBA",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313937_UADBA_SMG10703_CYTB"
"424","KT313938","UADBA_SMG16187","SMG16187","UADBA",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313938_UADBA_SMG16187_CYTB"
"425","KT313939","UADBA_SMG8608","SMG8608","UADBA",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313939_UADBA_SMG8608_CYTB"
"426","KT313940","UADBA_TPG1562","TPG1562","UADBA",NA,NA,"Bernieridae","Xanthomixis","zosterops",NA,NA,NA,NA,"Xanthomixis_zosterops_KT313940_UADBA_TPG1562_CYTB"
"427","HQ403668","FMNH_345622","345622","FMNH",NA,NA,"Rallidae","Mentocrex","kioloides",NA,NA,NA,NA,"Mentocrex_kioloides_HQ403668_FMNH_345622_CYTB"
"428","HQ403669","FMNH_431145","431145","FMNH",NA,NA,"Rallidae","Mentocrex","beankaensis",NA,NA,NA,NA,"Mentocrex_beankaensis_HQ403669_FMNH_431145_CYTB"
"429","HQ403670","UADBA_48178","48178","UADBA",NA,NA,"Rallidae","Mentocrex","kioloides",NA,NA,NA,NA,"Mentocrex_kioloides_HQ403670_UADBA_48178_CYTB"
"430","HQ403671","UADBA_48179","48179","UADBA",NA,NA,"Rallidae","Mentocrex","beankaensis",NA,NA,NA,NA,"Mentocrex_beankaensis_HQ403671_UADBA_48179_CYTB"
"431","MH307533","L595_","","L595",NA,NA,"Columbidae","Nesoenas","picturatus",NA,NA,NA,NA,"Nesoenas_picturatus_MH307533_L595__CYTB"
"432","MH307535","L598_","","L598",NA,NA,"Columbidae","Nesoenas","picturatus",NA,NA,NA,NA,"Nesoenas_picturatus_MH307535_L598__CYTB"
"433","MH307531","L593_","","L593",NA,NA,"Columbidae","Nesoenas","picturatus",NA,NA,NA,NA,"Nesoenas_picturatus_MH307531_L593__CYTB"
"434","MH307537","L615A_","","L615A",NA,NA,"Columbidae","Nesoenas","picturatus",NA,NA,NA,NA,"Nesoenas_picturatus_MH307537_L615A__CYTB"
"436","MH307534","L597_","","L597",NA,NA,"Columbidae","Nesoenas","picturatus",NA,NA,NA,NA,"Nesoenas_picturatus_MH307534_L597__CYTB"
"437","MH307532","L594_","","L594",NA,NA,"Columbidae","Nesoenas","picturatus",NA,NA,NA,NA,"Nesoenas_picturatus_MH307532_L594__CYTB"
"438","MH307529","L591_","","L591",NA,NA,"Columbidae","Nesoenas","picturatus",NA,NA,NA,NA,"Nesoenas_picturatus_MH307529_L591__CYTB"
"439","MH307530","L592_","","L592",NA,NA,"Columbidae","Nesoenas","picturatus",NA,NA,NA,NA,"Nesoenas_picturatus_MH307530_L592__CYTB"
"440","MH307536","L600_","","L600",NA,NA,"Columbidae","Nesoenas","picturatus",NA,NA,NA,NA,"Nesoenas_picturatus_MH307536_L600__CYTB"
"441","MH307538","L616A_","","L616A",NA,NA,"Columbidae","Nesoenas","picturatus",NA,NA,NA,NA,"Nesoenas_picturatus_MH307538_L616A__CYTB"
