,GB_Acession,Original,Access..No,Museum,Added.to.Database,Website,Family,Genus,Species,Endemic,Locality,Latitude,Longitude,SpecName
141,JN411199,ZMUC_O1711,O1711,ZMUC,NA,NA,Ploceidae,Foudia,omissa,,NA,NA,NA,Foudia_omissa_JN411199_ZMUC_O1711_ND3
142,JN411200,ZMUC_O1712,O1712,ZMUC,NA,NA,Ploceidae,Foudia,omissa,,NA,NA,NA,Foudia_omissa_JN411200_ZMUC_O1712_ND3
143,JN411204,BW_130,130,BW,NA,NA,Ploceidae,Foudia,madagascariensis,,NA,NA,NA,Foudia_madagascariensis_JN411204_BW_130_ND3
144,JN411205,BW_214,214,BW,NA,NA,Ploceidae,Foudia,madagascariensis,,NA,NA,NA,Foudia_madagascariensis_JN411205_BW_214_ND3
145,JN411206,BW_243,243,BW,NA,NA,Ploceidae,Foudia,madagascariensis,,NA,NA,NA,Foudia_madagascariensis_JN411206_BW_243_ND3
146,JN411207,BW_283,283,BW,NA,NA,Ploceidae,Foudia,madagascariensis,,NA,NA,NA,Foudia_madagascariensis_JN411207_BW_283_ND3
147,JN411208,BW_406,406,BW,NA,NA,Ploceidae,Foudia,madagascariensis,,NA,NA,NA,Foudia_madagascariensis_JN411208_BW_406_ND3
148,JN411209,BW_413,413,BW,NA,NA,Ploceidae,Foudia,madagascariensis,,NA,NA,NA,Foudia_madagascariensis_JN411209_BW_413_ND3
149,JN411210,BW_448,448,BW,NA,NA,Ploceidae,Foudia,madagascariensis,,NA,NA,NA,Foudia_madagascariensis_JN411210_BW_448_ND3
150,JN411211,BW_452,452,BW,NA,NA,Ploceidae,Foudia,madagascariensis,,NA,NA,NA,Foudia_madagascariensis_JN411211_BW_452_ND3
151,JN411212,BW_72,72,BW,NA,NA,Ploceidae,Foudia,madagascariensis,,NA,NA,NA,Foudia_madagascariensis_JN411212_BW_72_ND3
152,JN411213,BWM_23,23,BWM,NA,NA,Ploceidae,Foudia,madagascariensis,,NA,NA,NA,Foudia_madagascariensis_JN411213_BWM_23_ND3
153,JN411214,BW_33,33,BW,NA,NA,Ploceidae,Foudia,madagascariensis,,NA,NA,NA,Foudia_madagascariensis_JN411214_BW_33_ND3
154,JN411220,LE_9,9,LE,NA,NA,Ploceidae,Foudia,omissa,,NA,NA,NA,Foudia_omissa_JN411220_LE_9_ND3
155,JN411221,LE_24,24,LE,NA,NA,Ploceidae,Foudia,omissa,,NA,NA,NA,Foudia_omissa_JN411221_LE_24_ND3
156,JN411222,LE_1,1,LE,NA,NA,Ploceidae,Foudia,madagascariensis,,NA,NA,NA,Foudia_madagascariensis_JN411222_LE_1_ND3
157,JN411223,LE_16,16,LE,NA,NA,Ploceidae,Foudia,madagascariensis,,NA,NA,NA,Foudia_madagascariensis_JN411223_LE_16_ND3
158,JN411224,LE_8,8,LE,NA,NA,Ploceidae,Foudia,madagascariensis,,NA,NA,NA,Foudia_madagascariensis_JN411224_LE_8_ND3
159,JN411230,BW_425,425,BW,NA,NA,Ploceidae,Ploceus,sakalava,,NA,NA,NA,Ploceus_sakalava_JN411230_BW_425_ND3
160,JN411231,BW_424,424,BW,NA,NA,Ploceidae,Ploceus,sakalava,,NA,NA,NA,Ploceus_sakalava_JN411231_BW_424_ND3
161,JQ239259,FMNH_356676,356676,FMNH,NA,NA,Vangidae,Artamella,viridis,,NA,NA,NA,Artamella_viridis_JQ239259_FMNH_356676_ND3
162,JQ239261,FMNH_345780,345780,FMNH,NA,NA,Vangidae,Calicalicus,madagascariensis,,NA,NA,NA,Calicalicus_madagascariensis_JQ239261_FMNH_345780_ND3
163,JQ239262,FMNH_356683,356683,FMNH,NA,NA,Vangidae,Cyanolanius,madagascarinus,,NA,NA,NA,Cyanolanius_madagascarinus_JQ239262_FMNH_356683_ND3
164,JQ239265,FMNH_356689,356689,FMNH,NA,NA,Vangidae,Euryceros,prevostii,,NA,NA,NA,Euryceros_prevostii_JQ239265_FMNH_356689_ND3
165,JQ239266,FMNH_356673,356673,FMNH,NA,NA,Vangidae,Falculea,palliata,,NA,NA,NA,Falculea_palliata_JQ239266_FMNH_356673_ND3
166,JQ239267,FMNH_356693,356693,FMNH,NA,NA,Vangidae,Hypositta,corallirostris,,NA,NA,NA,Hypositta_corallirostris_JQ239267_FMNH_356693_ND3
167,JQ239271,FMNH_356681,356681,FMNH,NA,NA,Vangidae,Leptopterus,chabert,,NA,NA,NA,Leptopterus_chabert_JQ239271_FMNH_356681_ND3
168,JQ239272,FMNH_345861,345861,FMNH,NA,NA,Timaliidae,Mystacornis,crossleyi,,NA,NA,NA,Mystacornis_crossleyi_JQ239272_FMNH_345861_ND3
169,JQ239273,FMNH_345885,345885,FMNH,NA,NA,Vangidae,Newtonia,brunneicauda,,NA,NA,NA,Newtonia_brunneicauda_JQ239273_FMNH_345885_ND3
170,JQ239274,FMNH_356684,356684,FMNH,NA,NA,Vangidae,Oriolia,bernieri,,NA,NA,NA,Oriolia_bernieri_JQ239274_FMNH_356684_ND3
171,JQ239279,FMNH_356702,356702,FMNH,NA,NA,Platysteiridae,Pseudobias,wardi,,NA,NA,NA,Pseudobias_wardi_JQ239279_FMNH_356702_ND3
172,JQ239281,FMNH_356657,356657,FMNH,NA,NA,Vangidae,Schetba,rufa,,NA,NA,NA,Schetba_rufa_JQ239281_FMNH_356657_ND3
173,JQ239284,FMNH_356649,356649,FMNH,NA,NA,Vangidae,Tylas,eduardi,,NA,NA,NA,Tylas_eduardi_JQ239284_FMNH_356649_ND3
174,JQ239285,FMNH_356661,356661,FMNH,NA,NA,Vangidae,Vanga,curvirostris,,NA,NA,NA,Vanga_curvirostris_JQ239285_FMNH_356661_ND3
175,JQ239287,PBZT_uncatalogued,uncatalogued,PBZT,NA,NA,Vangidae,Xenopirostris,damii,,NA,NA,NA,Xenopirostris_damii_JQ239287_PBZT_uncatalogued_ND3
176,KJ749824,MNZ_S38301,S38301,MNZ,NA,NA,Aepyornithidae,Aepyornis,hildebrandti,,NA,NA,NA,Aepyornis_hildebrandti_KJ749824_MNZ_S38301_ND3
177,KJ749825,MNZ_S38300,S38300,MNZ,NA,NA,Aepyornithidae,Mullerornis,agilis,,NA,NA,NA,Mullerornis_agilis_KJ749825_MNZ_S38300_ND3
178,KT313941,FMNH_393159,393159,FMNH,NA,NA,Bernieridae,Xanthomixis,apperti,,NA,NA,NA,Xanthomixis_apperti_KT313941_FMNH_393159_ND3
179,KT313942,FMNH_363829,363829,FMNH,NA,NA,Bernieridae,Xanthomixis,cinereiceps,,NA,NA,NA,Xanthomixis_cinereiceps_KT313942_FMNH_363829_ND3
180,KT313943,FMNH_345743,345743,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT313943_FMNH_345743_ND3
181,KT313944,FMNH_345744,345744,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT313944_FMNH_345744_ND3
182,KT313945,FMNH_345746,345746,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT313945_FMNH_345746_ND3
183,KT313946,FMNH_345747,345747,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT313946_FMNH_345747_ND3
184,KT313947,FMNH_345749,345749,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT313947_FMNH_345749_ND3
185,KT313948,FMNH_345750,345750,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT313948_FMNH_345750_ND3
186,KT313949,FMNH_345752,345752,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT313949_FMNH_345752_ND3
187,KT313950,FMNH_345754,345754,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT313950_FMNH_345754_ND3
188,KT313951,FMNH_345758,345758,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT313951_FMNH_345758_ND3
189,KT313952,FMNH_356645,356645,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT313952_FMNH_356645_ND3
190,KT313953,FMNH_356646,356646,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT313953_FMNH_356646_ND3
191,KT313954,FMNH_356647,356647,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT313954_FMNH_356647_ND3
192,KT313955,FMNH_363820,363820,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT313955_FMNH_363820_ND3
193,KT313956,FMNH_363824,363824,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT313956_FMNH_363824_ND3
194,KT313957,FMNH_384740,384740,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT313957_FMNH_384740_ND3
195,KT313958,FMNH_393137,393137,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT313958_FMNH_393137_ND3
196,KT313959,FMNH_393154,393154,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT313959_FMNH_393154_ND3
197,KT313960,FMNH_393265,393265,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT313960_FMNH_393265_ND3
198,KT313961,FMNH_393266,393266,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT313961_FMNH_393266_ND3
199,KT313962,FMNH_393269,393269,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT313962_FMNH_393269_ND3
200,KT313963,FMNH_393270,393270,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT313963_FMNH_393270_ND3
201,KT313964,FMNH_393271,393271,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT313964_FMNH_393271_ND3
202,KT313965,FMNH_393272,393272,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT313965_FMNH_393272_ND3
203,KT313966,FMNH_393273,393273,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT313966_FMNH_393273_ND3
204,KT313967,FMNH_393275,393275,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT313967_FMNH_393275_ND3
205,KT313968,FMNH_393277,393277,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT313968_FMNH_393277_ND3
206,KT313969,FMNH_396141,396141,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT313969_FMNH_396141_ND3
207,KT313970,FMNH_396143,396143,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT313970_FMNH_396143_ND3
208,KT313971,FMNH_396144,396144,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT313971_FMNH_396144_ND3
209,KT313972,FMNH_396149,396149,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT313972_FMNH_396149_ND3
210,KT313973,FMNH_396151,396151,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT313973_FMNH_396151_ND3
211,KT313974,FMNH_427370,427370,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT313974_FMNH_427370_ND3
212,KT313975,FMNH_427374,427374,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT313975_FMNH_427374_ND3
213,KT313976,FMNH_431197,431197,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT313976_FMNH_431197_ND3
214,KT313977,FMNH_431215,431215,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT313977_FMNH_431215_ND3
215,KT313978,FMNH_431216,431216,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT313978_FMNH_431216_ND3
216,KT313979,FMNH_431217,431217,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT313979_FMNH_431217_ND3
217,KT313980,FMNH_431218,431218,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT313980_FMNH_431218_ND3
218,KT313981,FMNH_431219,431219,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT313981_FMNH_431219_ND3
219,KT313982,FMNH_431220,431220,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT313982_FMNH_431220_ND3
220,KT313983,FMNH_431221,431221,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT313983_FMNH_431221_ND3
221,KT313984,FMNH_434656,434656,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT313984_FMNH_434656_ND3
222,KT313985,FMNH_438696,438696,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT313985_FMNH_438696_ND3
223,KT313986,FMNH_438697,438697,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT313986_FMNH_438697_ND3
224,KT313987,FMNH_438698,438698,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT313987_FMNH_438698_ND3
225,KT313988,FMNH_438700,438700,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT313988_FMNH_438700_ND3
226,KT313989,FMNH_438701,438701,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT313989_FMNH_438701_ND3
227,KT313990,FMNH_438702,438702,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT313990_FMNH_438702_ND3
228,KT313991,FMNH_438704,438704,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT313991_FMNH_438704_ND3
229,KT313992,FMNH_479565,479565,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT313992_FMNH_479565_ND3
230,KT313993,FMNH_479566,479566,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT313993_FMNH_479566_ND3
231,KT313994,FMNH_479567,479567,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT313994_FMNH_479567_ND3
232,KT313995,FMNH_479568,479568,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT313995_FMNH_479568_ND3
233,KT313996,FMNH_479569,479569,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT313996_FMNH_479569_ND3
234,KT313997,FMNH_479570,479570,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT313997_FMNH_479570_ND3
235,KT313998,FMNH_479571,479571,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT313998_FMNH_479571_ND3
236,KT313999,FMNH_479572,479572,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT313999_FMNH_479572_ND3
237,KT314000,FMNH_479576,479576,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT314000_FMNH_479576_ND3
238,KT314001,FMNH_479577,479577,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT314001_FMNH_479577_ND3
239,KT314002,FMNH_479578,479578,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT314002_FMNH_479578_ND3
240,KT314003,FMNH_479579,479579,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT314003_FMNH_479579_ND3
241,KT314004,FMNH_479580,479580,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT314004_FMNH_479580_ND3
242,KT314005,FMNH_479581,479581,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT314005_FMNH_479581_ND3
243,KT314006,FMNH_479582,479582,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT314006_FMNH_479582_ND3
244,KT314007,FMNH_479583,479583,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT314007_FMNH_479583_ND3
245,KT314008,FMNH_479584,479584,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT314008_FMNH_479584_ND3
246,KT314009,FMNH_479585,479585,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT314009_FMNH_479585_ND3
247,KT314010,FMNH_479587,479587,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT314010_FMNH_479587_ND3
248,KT314011,FMNH_479589,479589,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT314011_FMNH_479589_ND3
249,KT314012,FMNH_479590,479590,FMNH,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT314012_FMNH_479590_ND3
250,KT314013,UADBA_10869,10869,UADBA,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT314013_UADBA_10869_ND3
251,KT314014,UADBA_10969,10969,UADBA,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT314014_UADBA_10969_ND3
252,KT314015,UADBA_10970,10970,UADBA,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT314015_UADBA_10970_ND3
253,KT314016,UADBA_10995,10995,UADBA,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT314016_UADBA_10995_ND3
254,KT314017,UADBA_30900,30900,UADBA,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT314017_UADBA_30900_ND3
255,KT314018,UADBA_30917,30917,UADBA,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT314018_UADBA_30917_ND3
256,KT314019,UADBA_30929,30929,UADBA,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT314019_UADBA_30929_ND3
257,KT314020,UADBA_30939,30939,UADBA,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT314020_UADBA_30939_ND3
258,KT314021,UADBA_30943,30943,UADBA,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT314021_UADBA_30943_ND3
259,KT314022,UADBA_30953,30953,UADBA,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT314022_UADBA_30953_ND3
260,KT314023,UADBA_30956,30956,UADBA,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT314023_UADBA_30956_ND3
261,KT314024,UADBA_30966,30966,UADBA,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT314024_UADBA_30966_ND3
262,KT314025,UADBA_31307,31307,UADBA,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT314025_UADBA_31307_ND3
263,KT314026,UADBA_31308,31308,UADBA,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT314026_UADBA_31308_ND3
264,KT314027,UADBA_47215,47215,UADBA,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT314027_UADBA_47215_ND3
265,KT314028,UADBA_47216,47216,UADBA,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT314028_UADBA_47216_ND3
266,KT314029,UADBA_47217,47217,UADBA,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT314029_UADBA_47217_ND3
267,KT314030,UADBA_47218,47218,UADBA,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT314030_UADBA_47218_ND3
268,KT314031,UADBA_47220,47220,UADBA,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT314031_UADBA_47220_ND3
269,KT314032,UADBA_47221,47221,UADBA,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT314032_UADBA_47221_ND3
270,KT314033,UADBA_47222,47222,UADBA,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT314033_UADBA_47222_ND3
271,KT314034,UADBA_47223,47223,UADBA,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT314034_UADBA_47223_ND3
272,KT314035,UADBA_47720,47720,UADBA,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT314035_UADBA_47720_ND3
273,KT314036,UADBA_47721,47721,UADBA,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT314036_UADBA_47721_ND3
274,KT314037,UADBA_MJR121,MJR121,UADBA,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT314037_UADBA_MJR121_ND3
275,KT314038,UADBA_MJR122,MJR122,UADBA,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT314038_UADBA_MJR122_ND3
276,KT314039,UADBA_MJR126,MJR126,UADBA,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT314039_UADBA_MJR126_ND3
277,KT314040,UADBA_MJR127,MJR127,UADBA,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT314040_UADBA_MJR127_ND3
278,KT314041,UADBA_MJR133,MJR133,UADBA,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT314041_UADBA_MJR133_ND3
279,KT314042,UADBA_MJR135,MJR135,UADBA,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT314042_UADBA_MJR135_ND3
280,KT314043,UADBA_MJR576,MJR576,UADBA,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT314043_UADBA_MJR576_ND3
281,KT314044,UADBA_MJR577,MJR577,UADBA,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT314044_UADBA_MJR577_ND3
282,KT314045,UADBA_MJR68,MJR68,UADBA,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT314045_UADBA_MJR68_ND3
283,KT314046,UADBA_MJR77,MJR77,UADBA,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT314046_UADBA_MJR77_ND3
284,KT314047,UADBA_MJR84,MJR84,UADBA,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT314047_UADBA_MJR84_ND3
285,KT314048,UADBA_NLB01,NLB01,UADBA,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT314048_UADBA_NLB01_ND3
286,KT314049,UADBA_SMG10703,SMG10703,UADBA,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT314049_UADBA_SMG10703_ND3
287,KT314050,UADBA_SMG16187,SMG16187,UADBA,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT314050_UADBA_SMG16187_ND3
288,KT314051,UADBA_SMG8608,SMG8608,UADBA,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT314051_UADBA_SMG8608_ND3
289,KT314052,UADBA_TPG1562,TPG1562,UADBA,NA,NA,Bernieridae,Xanthomixis,zosterops,,NA,NA,NA,Xanthomixis_zosterops_KT314052_UADBA_TPG1562_ND3
290,KT333980,NA_NA,NA,NA,NA,NA,Ploceidae,Foudia,madagascariensis,,NA,NA,NA,Foudia_madagascariensis_KT333980_NA_NA_ND3
291,KT333986,MF_107,107,MF,NA,NA,Ploceidae,Foudia,madagascariensis,,NA,NA,NA,Foudia_madagascariensis_KT333986_MF_107_ND3
292,KT333988,MF_114,114,MF,NA,NA,Ploceidae,Foudia,madagascariensis,,NA,NA,NA,Foudia_madagascariensis_KT333988_MF_114_ND3
293,KT333989,MF_121,121,MF,NA,NA,Ploceidae,Foudia,madagascariensis,,NA,NA,NA,Foudia_madagascariensis_KT333989_MF_121_ND3
294,KT333991,MF_131,131,MF,NA,NA,Ploceidae,Foudia,madagascariensis,,NA,NA,NA,Foudia_madagascariensis_KT333991_MF_131_ND3
295,KT333992,MF_133,133,MF,NA,NA,Ploceidae,Foudia,madagascariensis,,NA,NA,NA,Foudia_madagascariensis_KT333992_MF_133_ND3
296,KT333994,MF_140,140,MF,NA,NA,Ploceidae,Foudia,madagascariensis,,NA,NA,NA,Foudia_madagascariensis_KT333994_MF_140_ND3
297,KT333995,MF_143,143,MF,NA,NA,Ploceidae,Foudia,madagascariensis,,NA,NA,NA,Foudia_madagascariensis_KT333995_MF_143_ND3
298,KT333996,MF_144,144,MF,NA,NA,Ploceidae,Foudia,madagascariensis,,NA,NA,NA,Foudia_madagascariensis_KT333996_MF_144_ND3
299,KT333997,MF_146,146,MF,NA,NA,Ploceidae,Foudia,madagascariensis,,NA,NA,NA,Foudia_madagascariensis_KT333997_MF_146_ND3
