"","GB_Acession","Original","Access..No","Museum","Added.to.Database","Website","Family","Genus","Species","Endemic","Locality","Latitude","Longitude","SpecName"
"1",NA,"MJR1247","MJR1247","UADBA","8/12/24","","Accipitiridae","Accipiter","francesiae","Y","Toamasina",-15.73,49.96,"Accipiter_francesiae_UADBAMJR1247_12S"
"2",NA,"353034","353034","FMNH","8/12/24","https://collections-zoology.fieldmuseum.org/catalogue/1627851","Sturnidae","Acridotheres","tristis","N","Toliara",-25,47,"Acridotheres_tristis_FMNH353034_12S"
"3",NA,"FMNH380001","380001","FMNH","8/12/24","https://collections-zoology.fieldmuseum.org/catalogue/1654843","Acrocephalidae","Acrocephalus","newtoni","Y","Fianarantsoa",-22.19,46.97,"Acrocephalus_newtoni_FMNH380001_12S"
"4",NA,"352794","352794","FMNH","8/12/24","https://collections-zoology.fieldmuseum.org/catalogue/1627611","Psittacidae","Agapornis","canus","Y","Toliara",-24,46.52,"Agapornis_canus_FMNH352794_12S"
"5",NA,"360027","360027","FMNH","8/12/24","https://collections-zoology.fieldmuseum.org/catalogue/1634845","Anatidae","Anas","melleri","Y","Toamasina",-18.75,47.52,"Anas_melleri_FMNH360027_12S"
"6",NA,"434436","434436","FMNH","8/12/24","https://collections-zoology.fieldmuseum.org/catalogue/1709161","Apodidae","Apus","barbatus","","Toliara",-24.05,43.75,"Apus_barbatus_FMNH434436_12S"
"7",NA,"FMNH384778","384778","FMNH","8/12/24","https://collections-zoology.fieldmuseum.org/catalogue/1659630","Vangidae","Artamella","viridis","Y","Toliara",-24.58,46.73,"Artamella_viridis_FMNH384778_12S"
"8",NA,"DW4940","393205","FMNH","8/12/24","https://collections-zoology.fieldmuseum.org/catalogue/1668054","Brachypteraciidae","Atelornis","crossleyi","Y","Mahajanga",-14.75,49.42,"Atelornis_crossleyi_FMNH393205_12S"
"9",NA,"TPG1570","393202","FMNH","8/12/24","https://collections-zoology.fieldmuseum.org/catalogue/1668051","Brachypteraciidae","Atelornis","pittoides","Y","Fianarantsoa",-22.15,47.02,"Atelornis_pittoides_FMNH393202_12S"
"10",NA,"FMNH384685","384685","FMNH","8/12/24","https://collections-zoology.fieldmuseum.org/catalogue/1659537","Strigidae","Athene","superciliaris","Y","Toliara",-22.68,44.82,"Athene_superciliaris_FMNH384685_12S"
"11",NA,"360032","360032","FMNH","8/12/24","https://collections-zoology.fieldmuseum.org/catalogue/1634850","Anatidae","Aythya","innotata","Y","Toamasina",-17.5,48.5,"Aythya_innotata_FMNH360032_12S"
"12",NA,"FMNH393255","393255","FMNH","8/12/24","https://collections-zoology.fieldmuseum.org/catalogue/1668104","Bernieridae","Bernieria","madagascariensis","Y","Antsiranana",-14.54,49.43,"Bernieria_madagascariensis_FMNH393255_12S"
"13",NA,"SMG8367","384731","FMNH","8/12/24","https://collections-zoology.fieldmuseum.org/catalogue/1659583","Brachypteraciidae","Brachypteracias","leptosomus","Y","Antsiranana",-14.43,49.73,"Brachypteracias_leptosomus_FMNH384731_12S"
"14",NA,"SMG7403","384758","FMNH","8/12/24","https://collections-zoology.fieldmuseum.org/catalogue/1659610","Brachypteraciidae","Geobiastes","squamiger","Y","Toliara",-24.62,46.75,"Geobiastes_squamiger_FMNH384758_12S"
"15",NA,"FMNH381475","381475","FMNH","8/12/24","https://collections-zoology.fieldmuseum.org/catalogue/1656321","Locustellidae","Bradypterus","brunneus","Y","d'Antsiranana",-14.75,49.43,"Bradypterus_brunneus_FMNH381475_12S"
"16",NA,"434743","434743","FMNH","8/12/24","https://collections-zoology.fieldmuseum.org/catalogue/1709468","Ardeidae","Butorides","striata","","Tamatave",41.85,-87.62,"Butorides_striata_FMNH434743_12S"
"17",NA,"FMNH356654","356654","FMNH","8/12/24","https://collections-zoology.fieldmuseum.org/catalogue/1631472","Vangidae","Calicalicus","madagascariensis","Y","Toliara",-23,43.62,"Calicalicus_madagascariensis_FMNH356654_12S"
"18",NA,"MJR1206","MJR1206","UADBA","8/12/24","","Caprimulgidae","Caprimulgus","enarratus","Y","Antsiranana",-15.56,50.28,"Caprimulgus_enarratus_UADBAMJR1206_12S"
"19",NA,"SMG10949","396236","FMNH","8/12/24","https://collections-zoology.fieldmuseum.org/catalogue/1671085","Caprimulgidae","Caprimulgus","madagascariensis","N - SEYCHELLES","Fianarantsoa",-22.54,45.38,"Caprimulgus_madagascariensis_FMNH396236_12S"
"20",NA,"427335","427335","FMNH","8/12/24","https://collections-zoology.fieldmuseum.org/catalogue/1702061","Campephagidae","Ceblepyris","cinerea","N - MAYOTTE","Fianarantsoa",-22.2,46.83,"Ceblepyris_cinerea_FMNH427335_12S"
"21",NA,"FMNH436424","436424","FMNH","8/12/24","https://collections-zoology.fieldmuseum.org/catalogue/1711149","Cuculidae","Centropus","toulou","N - SEYCHELLES","Toliara",-22.77,43.52,"Centropus_toulou_FMNH436424_12S"
"22",NA,"DW4911","393444","FMNH","8/12/24","https://collections-zoology.fieldmuseum.org/catalogue/1668293","Nectariniidae","Cinnyris","notata","N - COMOROS","Mahajanga",-14.75,49.42,"Cinnyris_notata_FMNH393444_12S"
"23",NA,"DW4790","393425","FMNH","8/12/24","https://collections-zoology.fieldmuseum.org/catalogue/1668274","Nectariniidae","Cinnyris","souimanga","N - WEST INDIAN ISLANDS","Antsiranana",-14.54,49.44,"Cinnyris_souimanga_FMNH393425_12S"
"24",NA,"352929","352929","FMNH","8/12/24","https://collections-zoology.fieldmuseum.org/catalogue/1627746","Cisticolidae","Cisticola","cherina","N - WEST INDIAN ISLANDS","Toliara",-24,46.52,"Cisticola_cherina_FMNH352929_12S"
"25",NA,"360050","360050","FMNH","8/12/24","https://collections-zoology.fieldmuseum.org/catalogue/1634868","Muscicapidae","Copsychus","albospecularis","Y","Toliara",-22,44.72,"Copsychus_albospecularis_FMNH360050_12S"
"26",NA,"384671","384671","FMNH","8/12/24","https://collections-zoology.fieldmuseum.org/catalogue/1659523","Psittacidae","Coracopsis","vasa","Y","Toliara",-22.45,44.83,"Coracopsis_vasa_FMNH384671_12S"
"27",NA,"MJR1223","MJR1223","UADBA","8/12/24","","Alcedinidae","Corythornis","madagascariensis","Y","Antsiranana",15.56,50.28,"Corythornis_madagascariensis_UADBAMJR1223_12S"
"28",NA,"MJR1277","MJR1277","UADBA","8/12/24","","Alcedinidae","Corythornis","vintsioides","N - MAYOTTE & COMOROS","",-18.25,47.57,"Corythornis_vintsioides_UADBAMJR1277_12S"
"30",NA,"FMNH434632","434632","FMNH","8/12/24","https://collections-zoology.fieldmuseum.org/catalogue/1709357","Cuculidae","Coua","coquereli","Y","Mahajanga",-16.22,46.93,"Coua_coquereli_FMNH434632_12S"
"31",NA,"FMNH472479","472479","FMNH","8/12/24","https://collections-zoology.fieldmuseum.org/catalogue/1814649","Cuculidae","Coua","cristata","Y","Mahajanga",-16.14,46.96,"Coua_cristata_FMNH472479_12S"
"32",NA,"MJR1143","MJR1143","UADBA","8/12/24","","Cuculidae","Coua","cursor","Y","Toliara",43.74,24.03,"Coua_cursor_UADBAMJR1143_12S"
"33",NA,"FMNH393209","393209","FMNH","8/12/24","https://collections-zoology.fieldmuseum.org/catalogue/1668058","Cuculidae","Coua","gigas","Y","Mahajanga",-18.26,45.42,"Coua_gigas_FMNH393209_12S"
"35",NA,"MJR0893","MJR0893","UADBA","8/12/24","","Cuculidae","Coua","reynaudii","Y","",-19.04,48.35,"Coua_reynaudii_UADBAMJR0893_12S"
"36",NA,"MJR1108","MJR1108","UADBA","8/12/24","","Cuculidae","Coua","ruficeps","Y","Toliara",-24.03,43.74,"Coua_ruficeps_UADBAMJR1108_12S"
"38",NA,"FMNH435043","435043","FMNH","8/12/24","https://collections-zoology.fieldmuseum.org/catalogue/1709768","Bernieridae","Crossleyia","xanthophrys","Y","Fianarantsoa",-22.16,47.04,"Crossleyia_xanthophrys_FMNH435043_12S"
"39",NA,"FMNH396198","396198","FMNH","8/12/24","https://collections-zoology.fieldmuseum.org/catalogue/1671047","Bernieridae","Cryptosylvicola","randrianasoloi","Y","Antsiranana",-14.02,48.42,"Cryptosylvicola_randrianasoloi_FMNH396198_12S"
"40",NA,"436423","436423","FMNH","8/12/24","https://collections-zoology.fieldmuseum.org/catalogue/1711148","Cuculidae","Cuculus","poliocephalus","","Toliara",-22.8,43.43,"Cuculus_poliocephalus_FMNH436423_12S"
"41",NA,"MJR0510","MJR0510","UADBA","8/12/24","","Vangidae","Cyanolanius","madagascariensis","Y","",-19.61,44.74,"Cyanolanius_madagascariensis_UADBAMJR0510_12S"
"42",NA,"MJR1262","MJR1262","UADBA","8/12/24","","Dicruridae","Dicrurus","forficatus","N - COMOROS","",-18.25,47.57,"Dicrurus_forficatus_UADBAMJR1262_12S"
"43",NA,"SMG19464","SMG19464","UADBA","8/12/24","","Rallidae","Dryolimnas","cuvieri","N - WEST INDIAN ISLANDS","",-12.82,49.82,"Dryolimnas_cuvieri_UADBASMG19464_12S"
"44",NA,"396138","396138","FMNH","8/12/24","https://collections-zoology.fieldmuseum.org/catalogue/1670987","Alaudidae","Eremopterix","hova","Y","Fianarantsoa",NA,NA,"Eremopterix_hova_FMNH396138_12S"
"45",NA,"FMNH356691","356691","FMNH","8/12/24","https://collections-zoology.fieldmuseum.org/catalogue/1631509","Vangidae","Euryceros","prevostii","Y","Toamasina",-15,49.93,"Euryceros_prevostii_FMNH356691_12S"
"46",NA,"SMG7929","384689","FMNH","8/12/24","https://collections-zoology.fieldmuseum.org/catalogue/1659541","Coraciidae","Eurystomus","glaucurus","","Toliara",-22.45,44.83,"Eurystomus_glaucurus_FMNH384689_12S"
"47",NA,"FMNH356670","356670","FMNH","8/12/24","https://collections-zoology.fieldmuseum.org/catalogue/1631488","Vangidae","Falculea","palliata","Y","Toliara",-23,43.62,"Falculea_palliata_FMNH356670_12S"
"48",NA,"MJR1012","MJR1012","UADBA","8/12/24","","Ploceidae","Foudia","madagascariensis","Y","",-20.7,47.15,"Foudia_madagascariensis_UADBAMJR1012_12S"
"49",NA,"MJR0278","MJR0278","UADBA","8/12/24","","Ploceidae","Foudia","omissa","Y","",-16.28,48.8,"Foudia_omissa_UADBAMJR0278_12S"
"50",NA,"MJR0590","MJR0590","UADBA","8/12/24","","Bernieridae","Hartertula","flavoviridis","Y","",-23.74,47.02,"Hartertula_flavoviridis_UADBAMJR0590_12S"
"51",NA,"384699","384699","FMNH","8/12/24","https://collections-zoology.fieldmuseum.org/catalogue/1659551","Sturnidae","Hartlaubius","auratus","Y","Toliara",-22.68,44.82,"Hartlaubius_auratus_FMNH384699_12S"
